Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day,Time to Response Hours,Processing Time Hours,Total Time Hours,KPI_breach,Week
SR-0031658,Request configuration of backup for data area,Failure,Loki,Loki,Avengers,Service A,New,High,High,Medium,High,2025-12-17T06:25:24.000000,,,4,Wednesday,,,,0,2025-51
SR-0031659,Request update of user contact information,Access,Neo,Neo,Matrix,Service B,In Progress,Medium,Low,Low,Low,2025-12-17T21:21:40.000000,2025-12-18T00:21:40.000000,,2,Wednesday,3.0,,,0,2025-51
SR-0031660,Request access to secure file transfer service,Access,Hulk,Hulk,Avengers,Service C,Closed,Medium,Critical,High,High,2025-12-17T07:13:33.000000,2025-12-17T11:13:33.000000,2025-12-17T19:13:33.000000,5,Wednesday,4.0,8.0,12.0,1,2025-51
SR-0031661,Request access to time-management tools,Complaint,Jack Sparrow,Jack Sparrow,Matrix,Service A,In Progress,High,High,High,High,2025-12-17T14:41:42.000000,2025-12-17T18:41:42.000000,,4,Wednesday,4.0,,,0,2025-51
SR-0031662,Request upgrade to extended user profile,Complaint,Captain America,Captain America,Avengers,Service B,Closed,Low,Critical,High,Medium,2025-12-17T01:23:22.000000,2025-12-17T09:23:22.000000,2025-12-17T17:23:22.000000,0,Wednesday,8.0,8.0,16.0,1,2025-51
SR-0031663,Request access to collaboration tool,Failure,Neo,Neo,Matrix,Service C,Closed,Medium,Medium,Medium,Low,2025-12-17T10:39:46.000000,2025-12-17T16:39:46.000000,2025-12-18T07:39:46.000000,1,Wednesday,6.0,15.0,21.0,0,2025-51
SR-0031664,Request change of shared mailbox ownership,Network,Hulk,Hulk,Avengers,Service B,In Progress,High,Critical,High,High,2025-12-17T04:14:07.000000,2025-12-17T09:14:07.000000,,3,Wednesday,5.0,,,0,2025-51
SR-0031665,Request creation of a user account,Data,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Medium,Medium,Medium,Medium,2025-12-17T14:19:31.000000,2025-12-17T16:19:31.000000,2025-12-18T16:19:31.000000,5,Wednesday,2.0,24.0,26.0,0,2025-51
SR-0031666,Request activation of additional login security,Access,Shang Chi,Shang Chi,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-12-17T13:08:54.000000,2025-12-17T18:08:54.000000,2025-12-19T06:08:54.000000,2,Wednesday,5.0,36.0,41.0,1,2025-51
SR-0031667,Request access to collaboration tool,Hardware,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,High,High,High,2025-12-17T09:23:29.000000,2025-12-17T17:23:29.000000,2025-12-18T04:23:29.000000,4,Wednesday,8.0,11.0,19.0,1,2025-51
SR-0031668,Request creation of a user account,Failure,Captain America,Captain America,Avengers,Service C,Closed,Medium,Medium,Medium,Medium,2025-12-17T02:59:33.000000,2025-12-17T08:59:33.000000,2025-12-18T06:59:33.000000,5,Wednesday,6.0,22.0,28.0,0,2025-51
SR-0031669,Request configuration update for communication tools,Hardware,Thor,Thor,Avengers,Service B,Closed,Low,Critical,High,High,2025-12-17T17:42:53.000000,2025-12-17T20:42:53.000000,2025-12-17T22:42:53.000000,4,Wednesday,3.0,2.0,5.0,0,2025-51
SR-0031670,Request website allowance for business use,Network,Neo,Neo,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-12-17T10:22:06.000000,2025-12-17T14:22:06.000000,2025-12-18T16:22:06.000000,0,Wednesday,4.0,26.0,30.0,1,2025-51
SR-0031671,Request upgrade to extended user profile,Software,Thor,Thor,Avengers,Service A,Closed,Medium,Critical,High,High,2025-12-17T02:44:50.000000,2025-12-17T10:44:50.000000,2025-12-17T17:44:50.000000,0,Wednesday,8.0,7.0,15.0,1,2025-51
SR-0031672,Request access to incident tracking dashboard,Network,Hulk,Hulk,Avengers,Service C,Closed,High,High,High,Low,2025-12-17T05:31:55.000000,2025-12-17T12:31:55.000000,2025-12-17T19:31:55.000000,5,Wednesday,7.0,7.0,14.0,0,2025-51
SR-0031673,Request access to incident tracking dashboard,Data,Iron Man,Iron Man,Avengers,Service A,Closed,High,Critical,High,Medium,2025-12-17T18:18:45.000000,2025-12-18T02:18:45.000000,2025-12-18T12:18:45.000000,3,Wednesday,8.0,10.0,18.0,1,2025-51
SR-0031674,Request access to test environment data,Data,Captain America,Captain America,Avengers,Service A,Closed,Medium,High,Medium,Low,2025-12-17T23:50:37.000000,2025-12-18T07:50:37.000000,2025-12-18T16:50:37.000000,3,Wednesday,8.0,9.0,17.0,1,2025-51
SR-0031675,Request access to reporting tools,Network,Spiderman,Spiderman,Avengers II,Service B,Closed,High,Medium,Low,Medium,2025-12-17T13:33:52.000000,2025-12-17T18:33:52.000000,2025-12-18T11:33:52.000000,5,Wednesday,5.0,17.0,22.0,0,2025-51
SR-0031676,Request new conference call access details,Hardware,Iron Man,Iron Man,Avengers,Service A,Closed,High,Critical,High,High,2025-12-17T10:09:38.000000,2025-12-17T17:09:38.000000,2025-12-17T19:09:38.000000,4,Wednesday,7.0,2.0,9.0,0,2025-51
SR-0031677,Request enrolment of device into management system,Access,Loki,Loki,Avengers,Service B,Closed,High,Critical,High,High,2025-12-17T03:19:09.000000,2025-12-17T08:19:09.000000,2025-12-17T18:19:09.000000,1,Wednesday,5.0,10.0,15.0,1,2025-51
SR-0031678,Request access to development resources,Complaint,Thor,Thor,Avengers,Service C,New,Low,Medium,Low,Low,2025-12-17T19:40:30.000000,,,3,Wednesday,,,,0,2025-51
SR-0031679,Request setup of guest access for temporary user,Software,Loki,Loki,Avengers,Service C,Closed,Medium,High,High,High,2025-12-17T19:02:10.000000,2025-12-18T03:02:10.000000,2025-12-18T12:02:10.000000,3,Wednesday,8.0,9.0,17.0,1,2025-51
SR-0031680,Request creation of new phone line entry,Data,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-12-17T10:32:27.000000,2025-12-17T16:32:27.000000,2025-12-19T03:32:27.000000,0,Wednesday,6.0,35.0,41.0,1,2025-51
SR-0031681,Request activation of additional login security,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Critical,High,High,2025-12-17T01:44:51.000000,2025-12-17T05:44:51.000000,2025-12-17T12:44:51.000000,5,Wednesday,4.0,7.0,11.0,1,2025-51
SR-0031682,Request access to collaboration tool,Network,John Wick,John Wick,Matrix,Service A,New,Medium,High,High,High,2025-12-17T11:00:32.000000,,,0,Wednesday,,,,0,2025-51
SR-0031683,Request removal from email group,Complaint,Loki,Loki,Avengers,Service C,Closed,Medium,High,High,High,2025-12-17T11:31:10.000000,2025-12-17T17:31:10.000000,2025-12-18T16:31:10.000000,1,Wednesday,6.0,23.0,29.0,1,2025-51
SR-0031684,Request access to data analysis tools,Network,Iron Man,Iron Man,Avengers,Service B,Closed,High,High,High,Medium,2025-12-17T23:49:19.000000,2025-12-18T07:49:19.000000,2025-12-18T15:49:19.000000,1,Wednesday,8.0,8.0,16.0,0,2025-51
SR-0031685,Request creation of new phone line entry,Data,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-12-17T09:18:04.000000,2025-12-17T12:18:04.000000,2025-12-18T19:18:04.000000,0,Wednesday,3.0,31.0,34.0,1,2025-51
SR-0031686,Request unblocking of specific email attachment type,Complaint,John Wick,John Wick,Matrix,Service B,Closed,Medium,Critical,High,High,2025-12-17T04:17:17.000000,2025-12-17T07:17:17.000000,2025-12-17T18:17:17.000000,1,Wednesday,3.0,11.0,14.0,1,2025-51
SR-0031687,Request upgrade of workstation performance,Hardware,Iron Man,Iron Man,Avengers,Service A,Closed,High,High,Medium,Low,2025-12-17T02:23:42.000000,2025-12-17T08:23:42.000000,2025-12-17T16:23:42.000000,1,Wednesday,6.0,8.0,14.0,0,2025-51
SR-0031688,Request access to incident tracking dashboard,Network,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Low,High,High,Medium,2025-12-17T11:35:28.000000,2025-12-17T18:35:28.000000,2025-12-18T11:35:28.000000,2,Wednesday,7.0,17.0,24.0,1,2025-51
SR-0031689,Request access to learning and training portal,Failure,Loki,Loki,Avengers,Service B,Closed,Medium,Medium,Medium,Medium,2025-12-17T00:31:21.000000,2025-12-17T04:31:21.000000,2025-12-17T20:31:21.000000,2,Wednesday,4.0,16.0,20.0,0,2025-51
SR-0031690,Request guest network access,Complaint,Thor,Thor,Avengers,Service A,Closed,Low,Critical,High,High,2025-12-17T21:08:57.000000,2025-12-18T04:08:57.000000,2025-12-18T16:08:57.000000,3,Wednesday,7.0,12.0,19.0,1,2025-51
SR-0031691,Request new role assignment in business system,Facilities,Loki,Loki,Avengers,Service B,New,Low,Critical,High,High,2025-12-17T12:49:33.000000,,,5,Wednesday,,,,0,2025-51
SR-0031692,Request remote access to internal application,Hardware,Loki,Loki,Avengers,Service B,Closed,Low,Low,Low,Low,2025-12-17T04:39:16.000000,2025-12-17T11:39:16.000000,2025-12-19T20:39:16.000000,3,Wednesday,7.0,57.0,64.0,1,2025-51
SR-0031693,Request setup of network storage connection,Access,Captain Marvel,Captain Marvel,Avengers II,Service C,New,High,Critical,High,High,2025-12-17T22:46:51.000000,,,2,Wednesday,,,,0,2025-51
SR-0031694,Request upgrade of workstation performance,Facilities,John Wick,John Wick,Matrix,Service A,Closed,Medium,Low,Low,Low,2025-12-17T08:32:08.000000,2025-12-17T10:32:08.000000,2025-12-19T20:32:08.000000,3,Wednesday,2.0,58.0,60.0,1,2025-51
SR-0031695,Request user profile migration to new device,Network,Thor,Thor,Avengers,Service C,Closed,Low,High,High,Medium,2025-12-17T15:05:32.000000,2025-12-17T21:05:32.000000,2025-12-18T09:05:32.000000,3,Wednesday,6.0,12.0,18.0,1,2025-51
SR-0031696,Request productivity software licence,Network,Thor,Thor,Avengers,Service B,Closed,Low,High,Medium,High,2025-12-17T17:34:33.000000,2025-12-17T21:34:33.000000,2025-12-18T06:34:33.000000,5,Wednesday,4.0,9.0,13.0,1,2025-51
SR-0031697,Request adjustment of access permissions,Network,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Low,Critical,High,High,2025-12-17T03:14:33.000000,2025-12-17T05:14:33.000000,2025-12-17T17:14:33.000000,1,Wednesday,2.0,12.0,14.0,1,2025-51
SR-0031698,Request adjustment of access permissions,Network,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,High,High,Medium,2025-12-17T14:16:57.000000,2025-12-17T21:16:57.000000,2025-12-18T07:16:57.000000,0,Wednesday,7.0,10.0,17.0,1,2025-51
SR-0031699,Request user profile migration to new device,Network,Loki,Loki,Avengers,Service A,In Progress,High,High,High,High,2025-12-17T09:37:17.000000,2025-12-17T11:37:17.000000,,2,Wednesday,2.0,,,0,2025-51
SR-0031700,Request creation of new phone line entry,Failure,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Medium,Low,Medium,2025-12-17T09:57:22.000000,2025-12-17T16:57:22.000000,2025-12-18T06:57:22.000000,5,Wednesday,7.0,14.0,21.0,0,2025-51
SR-0031701,Request setup of shared document library,Facilities,Thor,Thor,Avengers,Service C,Closed,Low,Critical,High,High,2025-12-17T00:19:33.000000,2025-12-17T04:19:33.000000,2025-12-17T10:19:33.000000,0,Wednesday,4.0,6.0,10.0,1,2025-51
SR-0031702,Request removal from email group,Access,Iron Man,Iron Man,Avengers,Service B,In Progress,High,Critical,High,High,2025-12-17T07:07:00.000000,2025-12-17T13:07:00.000000,,1,Wednesday,6.0,,,0,2025-51
SR-0031703,Request installation of document editing tool,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service B,In Progress,Low,Medium,Medium,Medium,2025-12-17T23:17:31.000000,2025-12-18T03:17:31.000000,,5,Wednesday,4.0,,,0,2025-51
SR-0031704,Request access to test environment data,Software,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,Low,Medium,Low,Medium,2025-12-17T10:24:06.000000,2025-12-17T12:24:06.000000,2025-12-19T00:24:06.000000,0,Wednesday,2.0,36.0,38.0,1,2025-51
SR-0031705,Request setup of automatic absence notification,Facilities,Captain America,Captain America,Avengers,Service B,Closed,High,Critical,High,High,2025-12-17T11:16:53.000000,2025-12-17T18:16:53.000000,2025-12-17T22:16:53.000000,3,Wednesday,7.0,4.0,11.0,0,2025-51
SR-0031706,Request increase of mailbox storage,Complaint,Iron Man,Iron Man,Avengers,Service A,Closed,High,High,High,Medium,2025-12-17T07:28:31.000000,2025-12-17T12:28:31.000000,2025-12-18T11:28:31.000000,5,Wednesday,5.0,23.0,28.0,1,2025-51
SR-0031707,Request access to incident tracking dashboard,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,Critical,High,Medium,2025-12-17T14:09:48.000000,2025-12-17T19:09:48.000000,2025-12-18T04:09:48.000000,2,Wednesday,5.0,9.0,14.0,1,2025-51
SR-0031708,Request new mobile device setup,Complaint,Loki,Loki,Avengers,Service C,In Progress,High,Critical,High,High,2025-12-17T09:23:13.000000,2025-12-17T12:23:13.000000,,2,Wednesday,3.0,,,0,2025-51
SR-0031709,Request new virtual environment for testing,Failure,Loki,Loki,Avengers,Service A,Closed,Low,Critical,High,High,2025-12-17T01:53:45.000000,2025-12-17T05:53:45.000000,2025-12-17T12:53:45.000000,4,Wednesday,4.0,7.0,11.0,1,2025-51
SR-0031710,Request creation of shared collaboration space,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service A,New,Medium,Low,Low,Low,2025-12-17T18:57:43.000000,,,4,Wednesday,,,,0,2025-51
SR-0031711,Request VPN access from additional device,Hardware,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,Medium,Low,Medium,2025-12-17T22:41:31.000000,2025-12-18T00:41:31.000000,2025-12-18T21:41:31.000000,2,Wednesday,2.0,21.0,23.0,0,2025-51
SR-0031712,Request update of security configuration,Hardware,Hulk,Hulk,Avengers,Service C,In Progress,Medium,Medium,Medium,Low,2025-12-17T07:36:12.000000,2025-12-17T13:36:12.000000,,4,Wednesday,6.0,,,0,2025-51
SR-0031713,Request setup of email on user device,Network,Loki,Loki,Avengers,Service A,Closed,Medium,Medium,Medium,Low,2025-12-17T04:53:39.000000,2025-12-17T10:53:39.000000,2025-12-18T18:53:39.000000,5,Wednesday,6.0,32.0,38.0,1,2025-51
SR-0031714,Request update to data retention settings,Complaint,Batman,Batman,Matrix,Service A,Closed,Medium,Low,Low,Low,2025-12-17T03:01:58.000000,2025-12-17T05:01:58.000000,2025-12-19T14:01:58.000000,5,Wednesday,2.0,57.0,59.0,1,2025-51
SR-0031715,Request creation of a technical service account,Failure,Captain America,Captain America,Avengers,Service C,Closed,High,Medium,Medium,Medium,2025-12-17T01:04:14.000000,2025-12-17T04:04:14.000000,2025-12-18T13:04:14.000000,0,Wednesday,3.0,33.0,36.0,1,2025-51
SR-0031716,Request remote access enablement,Hardware,Thor,Thor,Avengers,Service C,New,Low,High,High,Medium,2025-12-17T01:09:41.000000,,,5,Wednesday,,,,0,2025-51
SR-0031717,Request guest network access,Complaint,Thor,Thor,Avengers,Service B,Closed,Low,Critical,High,High,2025-12-17T15:12:08.000000,2025-12-17T19:12:08.000000,2025-12-17T20:12:08.000000,1,Wednesday,4.0,1.0,5.0,0,2025-51
SR-0031718,Request access to collaboration tool,Failure,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-12-17T18:04:41.000000,2025-12-17T21:04:41.000000,2025-12-18T12:04:41.000000,0,Wednesday,3.0,15.0,18.0,0,2025-51
SR-0031719,Request creation of a technical service account,Complaint,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Critical,High,High,2025-12-17T04:20:35.000000,2025-12-17T11:20:35.000000,2025-12-17T23:20:35.000000,5,Wednesday,7.0,12.0,19.0,1,2025-51
SR-0031720,Request temporary elevated permissions on device,Hardware,Loki,Loki,Avengers,Service B,Closed,High,High,Medium,Medium,2025-12-17T10:41:03.000000,2025-12-17T14:41:03.000000,2025-12-17T22:41:03.000000,1,Wednesday,4.0,8.0,12.0,0,2025-51
SR-0031721,Request configuration of backup for data area,Hardware,Loki,Loki,Avengers,Service A,Closed,High,Critical,High,High,2025-12-17T09:26:03.000000,2025-12-17T11:26:03.000000,2025-12-17T12:26:03.000000,0,Wednesday,2.0,1.0,3.0,0,2025-51
SR-0031722,Request configuration of project-specific tools,Complaint,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-12-17T09:05:20.000000,2025-12-17T16:05:20.000000,2025-12-18T14:05:20.000000,5,Wednesday,7.0,22.0,29.0,0,2025-51
SR-0031723,Request additional display equipment,Access,John Cena,John Cena,Matrix,Service C,Closed,Medium,High,High,Medium,2025-12-17T12:30:40.000000,2025-12-17T17:30:40.000000,2025-12-18T10:30:40.000000,0,Wednesday,5.0,17.0,22.0,1,2025-51
SR-0031724,Request change in routing for service access,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,High,Medium,Low,Medium,2025-12-17T13:33:34.000000,2025-12-17T18:33:34.000000,2025-12-18T16:33:34.000000,3,Wednesday,5.0,22.0,27.0,0,2025-51
SR-0031725,Request setup of email forwarding rule,Network,Hulk,Hulk,Avengers,Service A,Closed,Medium,High,High,High,2025-12-17T08:43:14.000000,2025-12-17T10:43:14.000000,2025-12-18T04:43:14.000000,2,Wednesday,2.0,18.0,20.0,1,2025-51
SR-0031726,Request new project storage area,Network,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Medium,Low,Medium,2025-12-17T13:16:54.000000,2025-12-17T18:16:54.000000,2025-12-18T20:16:54.000000,3,Wednesday,5.0,26.0,31.0,1,2025-51
SR-0031727,Request change of user role in application,Software,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,High,Medium,Medium,Medium,2025-12-17T06:11:37.000000,2025-12-17T09:11:37.000000,2025-12-18T11:11:37.000000,2,Wednesday,3.0,26.0,29.0,1,2025-51
SR-0031728,Request setup of test environment for application,Hardware,Captain America,Captain America,Avengers,Service A,Closed,Medium,High,Medium,Medium,2025-12-18T01:54:16.000000,2025-12-18T05:54:16.000000,2025-12-18T21:54:16.000000,2,Thursday,4.0,16.0,20.0,1,2025-51
SR-0031729,Request access to incident tracking dashboard,Complaint,Spiderman,Spiderman,Avengers II,Service A,Closed,Medium,Critical,High,High,2025-12-18T06:45:07.000000,2025-12-18T10:45:07.000000,2025-12-18T16:45:07.000000,0,Thursday,4.0,6.0,10.0,1,2025-51
SR-0031730,Request update of user contact information,Software,Hulk,Hulk,Avengers,Service C,Closed,High,Critical,High,High,2025-12-18T05:16:20.000000,2025-12-18T09:16:20.000000,2025-12-18T19:16:20.000000,2,Thursday,4.0,10.0,14.0,1,2025-51
SR-0031731,Request upgrade of workstation performance,Data,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,High,Critical,High,High,2025-12-18T13:08:32.000000,2025-12-18T17:08:32.000000,2025-12-19T02:08:32.000000,1,Thursday,4.0,9.0,13.0,1,2025-51
SR-0031732,Request external user account creation,Facilities,Thor,Thor,Avengers,Service B,Closed,Medium,Critical,High,Medium,2025-12-18T22:54:53.000000,2025-12-19T03:54:53.000000,2025-12-19T07:54:53.000000,2,Thursday,5.0,4.0,9.0,0,2025-51
SR-0031733,Request adjustment of access permissions,Network,Hulk,Hulk,Avengers,Service C,Closed,Low,Critical,High,High,2025-12-18T05:27:23.000000,2025-12-18T12:27:23.000000,2025-12-18T13:27:23.000000,4,Thursday,7.0,1.0,8.0,0,2025-51
SR-0031734,Request installation of document editing tool,Access,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,High,High,High,2025-12-18T03:33:36.000000,2025-12-18T10:33:36.000000,2025-12-18T16:33:36.000000,4,Thursday,7.0,6.0,13.0,0,2025-51
SR-0031735,Request update to data retention settings,Complaint,John Wick,John Wick,Matrix,Service A,Closed,Low,High,High,High,2025-12-18T19:48:56.000000,2025-12-18T22:48:56.000000,2025-12-19T06:48:56.000000,5,Thursday,3.0,8.0,11.0,0,2025-51
SR-0031736,Request update of security configuration,Hardware,Hulk,Hulk,Avengers,Service A,In Progress,Medium,Low,Low,Low,2025-12-18T02:54:09.000000,2025-12-18T07:54:09.000000,,0,Thursday,5.0,,,0,2025-51
SR-0031737,Request creation of new phone line entry,Complaint,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,High,High,Medium,2025-12-18T04:46:39.000000,2025-12-18T07:46:39.000000,2025-12-18T18:46:39.000000,0,Thursday,3.0,11.0,14.0,1,2025-51
SR-0031738,Request change of shared mailbox ownership,Data,Captain America,Captain America,Avengers,Service B,Closed,High,Medium,Low,Medium,2025-12-18T18:29:41.000000,2025-12-18T23:29:41.000000,2025-12-19T20:29:41.000000,1,Thursday,5.0,21.0,26.0,0,2025-51
SR-0031739,Request removal of unused virtual environment,Facilities,Iron Man,Iron Man,Avengers,Service B,New,Medium,Medium,Low,Medium,2025-12-18T11:48:41.000000,,,3,Thursday,,,,0,2025-51
SR-0031740,Request new conference call access details,Access,Doctor Strange,Doctor Strange,Avengers II,Service A,New,High,Medium,Low,Medium,2025-12-18T14:02:56.000000,,,0,Thursday,,,,0,2025-51
