Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,Risk,Urgency,Impact,State,Priority,Created,Day,Start Date,Closed,Reopen Count,Time to Response Hours,Processing Time Hours,Total Time Hours,KPI_breach
CHG-0000909,Data import completed,Access,John Cena,John Cena,Matrix,Service A,Low,High,High,Closed,High,2025-11-06T20:24:09.000000,Thursday,2025-11-07T03:24:09.000000,2025-11-07T18:24:09.000000,5,7.0,15.0,22.0,0
CHG-0000910,Data import completed,Failure,Shang Chi,Shang Chi,Avengers II,Service B,High,Medium,Low,On Hold,High,2025-11-06T12:11:15.000000,Thursday,,,2,0.0,0.0,0.0,0
CHG-0000911,Device monitoring enabled,Data,Captain Marvel,Captain Marvel,Avengers II,Service E,High,Medium,Medium,Closed,Low,2025-11-07T19:55:08.000000,Friday,2025-11-08T01:55:08.000000,2025-11-09T10:55:08.000000,2,6.0,33.0,39.0,0
CHG-0000912,User authentication method updated,Data,Spiderman,Spiderman,Avengers II,Service C,High,High,Medium,Closed,Medium,2025-11-07T23:20:44.000000,Friday,2025-11-08T05:20:44.000000,2025-11-08T19:20:44.000000,4,6.0,14.0,20.0,0
CHG-0000913,Data retention policy updated,Software,John Cena,John Cena,Matrix,Service C,High,Medium,High,Closed,Critical,2025-11-07T06:32:38.000000,Friday,2025-11-07T11:32:38.000000,2025-11-07T22:32:38.000000,5,5.0,11.0,16.0,1
CHG-0000914,User permissions modified,Data,Loki,Loki,Avengers,Service D,High,High,High,Closed,Medium,2025-11-08T04:53:38.000000,Saturday,2025-11-08T11:53:38.000000,2025-11-09T20:53:38.000000,0,7.0,33.0,40.0,1
CHG-0000915,Configuration setting changed,Failure,Batman,Batman,Matrix,Service A,Medium,High,High,Closed,High,2025-11-09T16:50:31.000000,Sunday,2025-11-09T22:50:31.000000,2025-11-10T19:50:31.000000,5,6.0,21.0,27.0,1
CHG-0000916,System log settings updated,Software,Captain Marvel,Captain Marvel,Avengers II,Service B,Medium,High,Low,New,Medium,2025-11-09T00:23:56.000000,Sunday,,,4,0.0,0.0,0.0,0
CHG-0000917,Access policy reviewed,Complaint,Shang Chi,Shang Chi,Avengers II,Service D,High,High,Medium,In Progress,High,2025-11-09T20:27:23.000000,Sunday,2025-11-10T02:27:23.000000,,0,6.0,0.0,0.0,0
CHG-0000918,Resource permissions changed,Failure,Shang Chi,Shang Chi,Avengers II,Service D,Medium,High,Low,Closed,Medium,2025-11-10T20:40:15.000000,Monday,2025-11-11T04:40:15.000000,2025-11-11T14:40:15.000000,4,8.0,10.0,18.0,0
CHG-0000919,Service restarted,Data,Hulk,Hulk,Avengers,Service B,Low,High,Low,Closed,Low,2025-11-10T12:00:42.000000,Monday,2025-11-10T15:00:42.000000,2025-11-11T15:00:42.000000,4,3.0,24.0,27.0,0
CHG-0000920,Application license assigned,Network,Hulk,Hulk,Avengers,Service C,High,Medium,Medium,Closed,High,2025-11-11T12:50:54.000000,Tuesday,2025-11-11T15:50:54.000000,2025-11-12T10:50:54.000000,2,3.0,19.0,22.0,1
CHG-0000921,Device access restricted,Network,Shang Chi,Shang Chi,Avengers II,Service E,Medium,Medium,High,Closed,High,2025-11-11T08:55:23.000000,Tuesday,2025-11-11T12:55:23.000000,2025-11-12T16:55:23.000000,5,4.0,28.0,32.0,1
CHG-0000922,User account updated,Complaint,Loki,Loki,Avengers,Service A,Low,Low,Medium,Closed,Medium,2025-11-11T02:35:17.000000,Tuesday,2025-11-11T04:35:17.000000,2025-11-12T12:35:17.000000,3,2.0,32.0,34.0,1
CHG-0000923,User authentication method updated,Software,Thor,Thor,Avengers,Service E,Low,High,High,Closed,Medium,2025-11-12T20:55:07.000000,Wednesday,2025-11-12T22:55:07.000000,2025-11-14T08:55:07.000000,0,2.0,34.0,36.0,1
CHG-0000924,System role assigned,Data,Loki,Loki,Avengers,Service D,Low,High,Low,Closed,Medium,2025-11-12T14:34:17.000000,Wednesday,2025-11-12T21:34:17.000000,2025-11-13T12:34:17.000000,5,7.0,15.0,22.0,0
CHG-0000925,User password reset,Facilities,John Wick,John Wick,Matrix,Service D,Medium,Low,Low,Closed,Critical,2025-11-12T11:31:52.000000,Wednesday,2025-11-12T18:31:52.000000,2025-11-13T15:31:52.000000,0,7.0,21.0,28.0,1
CHG-0000926,Alert threshold changed,Access,Shang Chi,Shang Chi,Avengers II,Service B,Medium,Medium,Low,Closed,Medium,2025-11-12T01:22:23.000000,Wednesday,2025-11-12T08:22:23.000000,2025-11-13T08:22:23.000000,0,7.0,24.0,31.0,0
CHG-0000927,User profile updated,Access,Hulk,Hulk,Avengers,Service E,Medium,Low,Medium,On Hold,Critical,2025-11-13T16:04:41.000000,Thursday,,,2,0.0,0.0,0.0,0
CHG-0000928,Application feature enabled,Hardware,John Wick,John Wick,Matrix,Service D,High,Low,High,Closed,Medium,2025-11-14T08:59:59.000000,Friday,2025-11-14T15:59:59.000000,2025-11-14T20:59:59.000000,2,7.0,5.0,12.0,0
CHG-0000929,System backup restored,Hardware,Iron Man,Iron Man,Avengers,Service C,High,High,High,Closed,Medium,2025-11-14T23:07:04.000000,Friday,2025-11-15T05:07:04.000000,2025-11-15T20:07:04.000000,3,6.0,15.0,21.0,0
CHG-0000930,Application access granted,Data,Jack Sparrow,Jack Sparrow,Matrix,Service D,Low,High,Medium,Closed,Medium,2025-11-15T05:31:24.000000,Saturday,2025-11-15T13:31:24.000000,2025-11-16T02:31:24.000000,0,8.0,13.0,21.0,0
CHG-0000931,Application license assigned,Data,John Cena,John Cena,Matrix,Service A,High,Medium,Medium,In Progress,Critical,2025-11-15T00:37:47.000000,Saturday,2025-11-15T03:37:47.000000,,1,3.0,0.0,0.0,0
CHG-0000932,Software version upgraded,Hardware,Loki,Loki,Avengers,Service A,Medium,Medium,Low,In Progress,Medium,2025-11-15T07:22:19.000000,Saturday,2025-11-15T10:22:19.000000,,3,3.0,0.0,0.0,0
CHG-0000933,Monitoring rules adjusted,Access,Captain Marvel,Captain Marvel,Avengers II,Service A,Low,Low,Medium,Closed,High,2025-11-15T17:11:54.000000,Saturday,2025-11-16T00:11:54.000000,2025-11-16T19:11:54.000000,0,7.0,19.0,26.0,1
CHG-0000934,User authentication method updated,Software,Hulk,Hulk,Avengers,Service A,Medium,High,High,Closed,High,2025-11-16T06:57:45.000000,Sunday,2025-11-16T09:57:45.000000,2025-11-17T13:57:45.000000,1,3.0,28.0,31.0,1
CHG-0000935,User permissions modified,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service E,Low,Medium,High,Closed,Medium,2025-11-16T13:51:44.000000,Sunday,2025-11-16T21:51:44.000000,2025-11-16T23:51:44.000000,2,8.0,2.0,10.0,0
CHG-0000936,User group membership changed,Network,Captain Marvel,Captain Marvel,Avengers II,Service B,Medium,Low,High,Closed,Low,2025-11-16T12:33:46.000000,Sunday,2025-11-16T18:33:46.000000,2025-11-17T06:33:46.000000,1,6.0,12.0,18.0,0
CHG-0000937,Service status checked,Data,Hulk,Hulk,Avengers,Service C,Low,Medium,Medium,Closed,Low,2025-11-16T23:12:51.000000,Sunday,2025-11-17T05:12:51.000000,2025-11-18T00:12:51.000000,1,6.0,19.0,25.0,0
CHG-0000938,System resource increased,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service A,Low,Medium,Low,Closed,Low,2025-11-16T13:40:19.000000,Sunday,2025-11-16T15:40:19.000000,2025-11-17T20:40:19.000000,4,2.0,29.0,31.0,0
CHG-0000939,Resource permissions changed,Failure,Thor,Thor,Avengers,Service B,High,High,Medium,Closed,Low,2025-11-17T02:25:04.000000,Monday,2025-11-17T07:25:04.000000,2025-11-18T18:25:04.000000,1,5.0,35.0,40.0,0
CHG-0000940,Service port changed,Failure,John Wick,John Wick,Matrix,Service B,Low,High,High,Closed,High,2025-11-18T08:07:44.000000,Tuesday,2025-11-18T10:07:44.000000,2025-11-19T16:07:44.000000,0,2.0,30.0,32.0,1
CHG-0000941,Database maintenance completed,Software,Captain Marvel,Captain Marvel,Avengers II,Service D,Medium,Low,Medium,Closed,High,2025-11-18T00:32:45.000000,Tuesday,2025-11-18T02:32:45.000000,2025-11-18T11:32:45.000000,1,2.0,9.0,11.0,0
CHG-0000942,Data export scheduled,Failure,Spiderman,Spiderman,Avengers II,Service B,Medium,Low,High,Closed,Medium,2025-11-18T02:49:12.000000,Tuesday,2025-11-18T05:49:12.000000,2025-11-18T18:49:12.000000,3,3.0,13.0,16.0,0
CHG-0000943,User profile updated,Data,Thor,Thor,Avengers,Service C,Medium,Low,High,New,High,2025-11-18T15:43:56.000000,Tuesday,,,3,0.0,0.0,0.0,0
CHG-0000944,Resource permissions changed,Data,Batman,Batman,Matrix,Service D,Medium,High,High,Closed,Critical,2025-11-18T15:06:09.000000,Tuesday,2025-11-18T21:06:09.000000,2025-11-19T23:06:09.000000,0,6.0,26.0,32.0,1
CHG-0000945,Service integration updated,Data,Captain Marvel,Captain Marvel,Avengers II,Service A,Medium,Medium,Medium,Closed,Medium,2025-11-19T13:26:43.000000,Wednesday,2025-11-19T17:26:43.000000,2025-11-19T23:26:43.000000,1,4.0,6.0,10.0,0
CHG-0000946,User profile updated,Access,Jack Sparrow,Jack Sparrow,Matrix,Service C,Medium,Medium,High,Closed,Medium,2025-11-19T17:07:45.000000,Wednesday,2025-11-19T22:07:45.000000,2025-11-21T03:07:45.000000,2,5.0,29.0,34.0,1
CHG-0000947,Service integration updated,Software,Shang Chi,Shang Chi,Avengers II,Service B,High,Low,High,Closed,Medium,2025-11-20T22:09:12.000000,Thursday,2025-11-21T03:09:12.000000,2025-11-21T23:09:12.000000,2,5.0,20.0,25.0,0
CHG-0000948,System log settings updated,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service E,Low,High,High,Closed,High,2025-11-20T20:40:46.000000,Thursday,2025-11-20T23:40:46.000000,2025-11-21T15:40:46.000000,1,3.0,16.0,19.0,0
CHG-0000949,System notification configured,Hardware,Spiderman,Spiderman,Avengers II,Service C,Low,High,Low,Closed,Medium,2025-11-20T17:50:41.000000,Thursday,2025-11-20T22:50:41.000000,2025-11-22T07:50:41.000000,0,5.0,33.0,38.0,1
CHG-0000950,Application configuration changed,Facilities,Thor,Thor,Avengers,Service E,High,Medium,Low,Closed,Critical,2025-11-20T16:30:09.000000,Thursday,2025-11-20T22:30:09.000000,2025-11-22T02:30:09.000000,4,6.0,28.0,34.0,1
CHG-0000951,Device added to network,Software,Spiderman,Spiderman,Avengers II,Service A,Low,High,Low,On Hold,Medium,2025-11-20T05:26:14.000000,Thursday,,,1,0.0,0.0,0.0,0
CHG-0000952,Monitoring rules adjusted,Data,Loki,Loki,Avengers,Service C,Medium,Low,High,New,Medium,2025-11-21T09:28:50.000000,Friday,,,3,0.0,0.0,0.0,0
CHG-0000953,User account updated,Network,Captain America,Captain America,Avengers,Service A,High,High,Low,Closed,Medium,2025-11-21T11:21:39.000000,Friday,2025-11-21T15:21:39.000000,2025-11-22T16:21:39.000000,1,4.0,25.0,29.0,1
CHG-0000954,Network route adjusted,Data,Iron Man,Iron Man,Avengers,Service C,High,Medium,High,Closed,Low,2025-11-21T04:24:35.000000,Friday,2025-11-21T11:24:35.000000,2025-11-22T23:24:35.000000,5,7.0,36.0,43.0,0
CHG-0000955,Access policy reviewed,Complaint,Hulk,Hulk,Avengers,Service E,High,Medium,Low,On Hold,Low,2025-11-22T13:28:19.000000,Saturday,,,5,0.0,0.0,0.0,0
CHG-0000956,Network settings adjusted,Complaint,John Cena,John Cena,Matrix,Service C,Medium,Low,Medium,Closed,Low,2025-11-22T11:16:53.000000,Saturday,2025-11-22T17:16:53.000000,2025-11-23T03:16:53.000000,5,6.0,10.0,16.0,0
CHG-0000957,Application configuration changed,Hardware,Hulk,Hulk,Avengers,Service E,Low,High,Low,Closed,High,2025-11-23T18:53:39.000000,Sunday,2025-11-24T00:53:39.000000,2025-11-24T07:53:39.000000,2,6.0,7.0,13.0,0
CHG-0000958,Service status checked,Software,Neo,Neo,Matrix,Service C,Low,Medium,Low,Closed,Critical,2025-11-24T22:23:48.000000,Monday,2025-11-25T05:23:48.000000,2025-11-25T08:23:48.000000,1,7.0,3.0,10.0,0
CHG-0000959,Application shortcut created,Complaint,Thor,Thor,Avengers,Service B,Low,High,Medium,New,Critical,2025-11-24T00:40:03.000000,Monday,,,1,0.0,0.0,0.0,0
CHG-0000960,Service endpoint modified,Complaint,Neo,Neo,Matrix,Service A,Low,Low,Low,On Hold,Low,2025-11-24T05:05:08.000000,Monday,,,0,0.0,0.0,0.0,0
CHG-0000961,User profile updated,Data,Loki,Loki,Avengers,Service B,Low,Medium,Medium,New,Medium,2025-11-24T20:31:15.000000,Monday,,,1,0.0,0.0,0.0,0
CHG-0000962,User password reset,Facilities,Iron Man,Iron Man,Avengers,Service E,High,Medium,Medium,Closed,Medium,2025-11-24T07:01:09.000000,Monday,2025-11-24T15:01:09.000000,2025-11-25T06:01:09.000000,2,8.0,15.0,23.0,0
CHG-0000963,Device access restricted,Access,Shang Chi,Shang Chi,Avengers II,Service A,Low,Medium,High,Closed,High,2025-11-25T09:44:37.000000,Tuesday,2025-11-25T16:44:37.000000,2025-11-26T15:44:37.000000,5,7.0,23.0,30.0,1
CHG-0000964,User password reset,Data,Captain America,Captain America,Avengers,Service B,Low,Low,Medium,Closed,High,2025-11-25T00:38:33.000000,Tuesday,2025-11-25T06:38:33.000000,2025-11-26T02:38:33.000000,4,6.0,20.0,26.0,1
CHG-0000965,System notification configured,Complaint,Captain America,Captain America,Avengers,Service B,Medium,High,Medium,Closed,Medium,2025-11-25T21:39:40.000000,Tuesday,2025-11-26T03:39:40.000000,2025-11-26T05:39:40.000000,4,6.0,2.0,8.0,0
CHG-0000966,User permissions modified,Hardware,Captain America,Captain America,Avengers,Service B,High,Medium,Medium,Closed,Medium,2025-11-25T13:43:04.000000,Tuesday,2025-11-25T18:43:04.000000,2025-11-25T21:43:04.000000,1,5.0,3.0,8.0,0
CHG-0000967,System notification configured,Complaint,Thor,Thor,Avengers,Service B,Medium,Low,Low,Closed,Medium,2025-11-26T14:59:29.000000,Wednesday,2025-11-26T17:59:29.000000,2025-11-27T06:59:29.000000,0,3.0,13.0,16.0,0
CHG-0000968,Resource allocation changed,Software,Neo,Neo,Matrix,Service A,Medium,Low,High,Closed,Low,2025-11-27T09:34:32.000000,Thursday,2025-11-27T11:34:32.000000,2025-11-28T10:34:32.000000,1,2.0,23.0,25.0,0
CHG-0000969,Service endpoint modified,Failure,Thor,Thor,Avengers,Service C,High,Medium,Medium,Closed,Critical,2025-11-27T03:12:40.000000,Thursday,2025-11-27T07:12:40.000000,2025-11-28T05:12:40.000000,1,4.0,22.0,26.0,1
CHG-0000970,Software version upgraded,Facilities,Shang Chi,Shang Chi,Avengers II,Service D,High,High,High,New,Low,2025-11-27T10:46:12.000000,Thursday,,,5,0.0,0.0,0.0,0
CHG-0000971,Network settings adjusted,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service A,Medium,High,Medium,Closed,Medium,2025-11-28T21:12:44.000000,Friday,2025-11-29T02:12:44.000000,2025-11-29T20:12:44.000000,1,5.0,18.0,23.0,0
CHG-0000972,Device firmware updated,Hardware,Captain America,Captain America,Avengers,Service A,Medium,Medium,Medium,Closed,Medium,2025-11-29T07:59:47.000000,Saturday,2025-11-29T09:59:47.000000,2025-11-29T12:59:47.000000,5,2.0,3.0,5.0,0
CHG-0000973,Device access restricted,Failure,Doctor Strange,Doctor Strange,Avengers II,Service E,High,Low,Low,Closed,Critical,2025-11-29T20:00:51.000000,Saturday,2025-11-29T22:00:51.000000,2025-11-30T10:00:51.000000,5,2.0,12.0,14.0,1
CHG-0000974,Database maintenance completed,Complaint,Loki,Loki,Avengers,Service C,Low,Medium,Low,Closed,Medium,2025-11-29T07:04:05.000000,Saturday,2025-11-29T10:04:05.000000,2025-11-30T04:04:05.000000,3,3.0,18.0,21.0,0
CHG-0000975,Application deployed,Data,Loki,Loki,Avengers,Service B,Low,Medium,Medium,Closed,Low,2025-11-29T06:59:29.000000,Saturday,2025-11-29T09:59:29.000000,2025-11-29T17:59:29.000000,1,3.0,8.0,11.0,0
CHG-0000976,Device removed from inventory,Hardware,Neo,Neo,Matrix,Service A,Medium,Low,Medium,Closed,Medium,2025-11-30T20:17:15.000000,Sunday,2025-12-01T01:17:15.000000,2025-12-01T12:17:15.000000,4,5.0,11.0,16.0,0
CHG-0000977,Network route adjusted,Network,Captain America,Captain America,Avengers,Service D,Medium,Low,High,Closed,Medium,2025-11-30T07:44:39.000000,Sunday,2025-11-30T10:44:39.000000,2025-12-01T04:44:39.000000,3,3.0,18.0,21.0,0
CHG-0000978,Service endpoint modified,Access,Doctor Strange,Doctor Strange,Avengers II,Service C,High,Low,Low,Closed,Medium,2025-11-30T13:38:53.000000,Sunday,2025-11-30T16:38:53.000000,2025-12-02T04:38:53.000000,1,3.0,36.0,39.0,1
CHG-0000979,Service dependency changed,Data,Thor,Thor,Avengers,Service D,High,High,High,Closed,Low,2025-11-30T01:46:55.000000,Sunday,2025-11-30T04:46:55.000000,2025-11-30T18:46:55.000000,5,3.0,14.0,17.0,0
CHG-0000980,Data import completed,Access,John Wick,John Wick,Matrix,Service A,Medium,High,High,Closed,Medium,2025-12-01T01:33:51.000000,Monday,2025-12-01T04:33:51.000000,2025-12-01T06:33:51.000000,5,3.0,2.0,5.0,0
CHG-0000981,User group membership changed,Complaint,Hulk,Hulk,Avengers,Service A,Medium,Low,Medium,Closed,Critical,2025-12-02T21:06:29.000000,Tuesday,2025-12-03T05:06:29.000000,2025-12-04T16:06:29.000000,1,8.0,35.0,43.0,1
CHG-0000982,Data export scheduled,Data,Batman,Batman,Matrix,Service D,High,Low,Medium,New,Medium,2025-12-02T20:50:22.000000,Tuesday,,,3,0.0,0.0,0.0,0
CHG-0000983,Password policy updated,Data,Hulk,Hulk,Avengers,Service E,High,Medium,Medium,Closed,Medium,2025-12-02T23:37:10.000000,Tuesday,2025-12-03T06:37:10.000000,2025-12-03T23:37:10.000000,5,7.0,17.0,24.0,0
CHG-0000984,Application log reviewed,Access,Hulk,Hulk,Avengers,Service B,Medium,Medium,High,Closed,Low,2025-12-03T04:51:05.000000,Wednesday,2025-12-03T06:51:05.000000,2025-12-04T13:51:05.000000,3,2.0,31.0,33.0,0
CHG-0000985,System log settings updated,Access,John Wick,John Wick,Matrix,Service E,Medium,Low,Medium,Closed,Medium,2025-12-03T01:09:38.000000,Wednesday,2025-12-03T03:09:38.000000,2025-12-04T09:09:38.000000,5,2.0,30.0,32.0,1
CHG-0000986,Application configuration changed,Network,Doctor Strange,Doctor Strange,Avengers II,Service B,Medium,High,High,Closed,Medium,2025-12-03T08:34:59.000000,Wednesday,2025-12-03T15:34:59.000000,2025-12-04T14:34:59.000000,3,7.0,23.0,30.0,0
CHG-0000987,Network settings adjusted,Failure,John Wick,John Wick,Matrix,Service A,High,Low,High,Closed,Medium,2025-12-03T14:51:56.000000,Wednesday,2025-12-03T17:51:56.000000,2025-12-04T01:51:56.000000,0,3.0,8.0,11.0,0
CHG-0000988,Scheduled task created,Failure,Shang Chi,Shang Chi,Avengers II,Service D,Medium,High,Low,Closed,High,2025-12-04T01:40:21.000000,Thursday,2025-12-04T08:40:21.000000,2025-12-05T03:40:21.000000,2,7.0,19.0,26.0,1
CHG-0000989,User session reset,Software,Loki,Loki,Avengers,Service A,Medium,High,Low,Closed,Critical,2025-12-05T05:39:24.000000,Friday,2025-12-05T12:39:24.000000,2025-12-05T15:39:24.000000,2,7.0,3.0,10.0,0
CHG-0000990,Scheduled task created,Network,Captain America,Captain America,Avengers,Service C,Low,Low,High,Closed,Medium,2025-12-05T10:01:13.000000,Friday,2025-12-05T14:01:13.000000,2025-12-06T04:01:13.000000,0,4.0,14.0,18.0,0
CHG-0000991,Network settings adjusted,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service A,Low,Medium,High,Closed,High,2025-12-06T06:49:30.000000,Saturday,2025-12-06T09:49:30.000000,2025-12-07T05:49:30.000000,3,3.0,20.0,23.0,1
CHG-0000992,Routine maintenance performed,Data,Hulk,Hulk,Avengers,Service E,Medium,Low,Medium,Closed,Medium,2025-12-07T05:00:37.000000,Sunday,2025-12-07T12:00:37.000000,2025-12-08T21:00:37.000000,1,7.0,33.0,40.0,1
CHG-0000993,Security settings updated,Facilities,Neo,Neo,Matrix,Service C,Medium,Low,High,On Hold,High,2025-12-07T07:13:30.000000,Sunday,,,0,0.0,0.0,0.0,0
CHG-0000994,Database maintenance completed,Facilities,Shang Chi,Shang Chi,Avengers II,Service E,Low,Low,High,Closed,Medium,2025-12-07T03:52:23.000000,Sunday,2025-12-07T07:52:23.000000,2025-12-08T17:52:23.000000,2,4.0,34.0,38.0,1
CHG-0000995,Device configuration updated,Network,Jack Sparrow,Jack Sparrow,Matrix,Service B,Low,Medium,High,On Hold,Critical,2025-12-07T08:26:47.000000,Sunday,,,3,0.0,0.0,0.0,0
CHG-0000996,Access policy reviewed,Access,Thor,Thor,Avengers,Service E,Medium,Medium,High,Closed,Critical,2025-12-08T18:43:45.000000,Monday,2025-12-09T02:43:45.000000,2025-12-09T23:43:45.000000,2,8.0,21.0,29.0,1
CHG-0000997,Alert threshold changed,Software,John Cena,John Cena,Matrix,Service D,High,High,Low,Closed,Medium,2025-12-09T07:11:28.000000,Tuesday,2025-12-09T14:11:28.000000,2025-12-10T03:11:28.000000,4,7.0,13.0,20.0,0
CHG-0000998,Password policy updated,Software,Shang Chi,Shang Chi,Avengers II,Service C,High,Low,Medium,Closed,High,2025-12-09T23:05:07.000000,Tuesday,2025-12-10T03:05:07.000000,2025-12-11T11:05:07.000000,5,4.0,32.0,36.0,1
CHG-0000999,System cache cleared,Failure,Shang Chi,Shang Chi,Avengers II,Service E,High,High,High,Closed,Critical,2025-12-09T02:41:29.000000,Tuesday,2025-12-09T10:41:29.000000,2025-12-10T19:41:29.000000,2,8.0,33.0,41.0,1
CHG-0001000,User password reset,Facilities,Neo,Neo,Matrix,Service E,High,Medium,Low,Closed,Medium,2025-12-09T21:14:03.000000,Tuesday,2025-12-09T23:14:03.000000,2025-12-11T00:14:03.000000,3,2.0,25.0,27.0,1
CHG-0001001,Data export scheduled,Complaint,Thor,Thor,Avengers,Service E,Low,High,High,Closed,Medium,2025-12-09T12:21:25.000000,Tuesday,2025-12-09T17:21:25.000000,2025-12-11T00:21:25.000000,5,5.0,31.0,36.0,1
CHG-0001002,User password reset,Complaint,Iron Man,Iron Man,Avengers,Service C,Low,Low,High,On Hold,Low,2025-12-10T21:26:45.000000,Wednesday,,,5,0.0,0.0,0.0,0
CHG-0001003,Application license assigned,Hardware,Thor,Thor,Avengers,Service D,High,Medium,Low,Closed,Medium,2025-12-11T07:04:56.000000,Thursday,2025-12-11T15:04:56.000000,2025-12-12T18:04:56.000000,0,8.0,27.0,35.0,1
CHG-0001004,Scheduled job modified,Complaint,Shang Chi,Shang Chi,Avengers II,Service C,High,Medium,Low,New,Critical,2025-12-12T14:43:00.000000,Friday,,,3,0.0,0.0,0.0,0
CHG-0001005,Resource permissions changed,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service B,Medium,Low,Medium,Closed,Medium,2025-12-12T12:18:10.000000,Friday,2025-12-12T19:18:10.000000,2025-12-13T13:18:10.000000,1,7.0,18.0,25.0,0
CHG-0001006,Application access granted,Facilities,Hulk,Hulk,Avengers,Service E,Medium,High,High,Closed,Medium,2025-12-12T05:49:21.000000,Friday,2025-12-12T12:49:21.000000,2025-12-13T21:49:21.000000,0,7.0,33.0,40.0,1
