Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day,Reopen Zero Flag,Time to Response Hours,Processing Time Hours,Total Time Hours,KPI_breach
CR-29654,Privileged user access review identified anomalies,Complaint,Thor,Thor,Avengers II,Service C,Closed,Low,High,Medium,Low,2025-10-08T22:09:27.000000,2025-10-09T02:19:03.000000,2025-10-10T07:53:30.000000,0,Wednesday,1,4.16,29.574166666666667,33.73416666666667,1
CR-29655,Web proxy blocked access to high-risk website,Data,Captain America,Peter,Avengers II,Service B,Closed,Low,High,High,Medium,2025-10-08T19:07:14.000000,2025-10-09T00:15:24.000000,2025-10-09T05:40:57.000000,0,Wednesday,1,5.136111111111111,5.425833333333333,10.561944444444444,0
CR-29656,Suspicious authentication token reuse detected,Failure,Peter,Thor,Avengers II,Service A,New,Medium,Low,Medium,Medium,2025-10-08T05:13:58.000000,,,1,Wednesday,0,0.0,0.0,0.0,0
CR-29657,Phishing email reported by employee,Data,Peter,Martin,Matrix,Service C,Closed,High,Medium,Medium,High,2025-10-08T14:59:24.000000,2025-10-08T21:01:38.000000,2025-10-10T09:29:16.000000,0,Wednesday,1,6.037222222222222,36.46055555555556,42.49777777777778,1
CR-29658,Unusual file encryption activity detected on server,Failure,Martin,Thor,Avengers,Service A,Closed,Low,Low,High,Low,2025-10-08T10:26:16.000000,2025-10-08T16:55:40.000000,2025-10-09T08:06:19.000000,1,Wednesday,0,6.49,15.1775,21.6675,0
CR-29659,Ransomware behavior detected and contained on endpoint,Complaint,Thor,Thor,Avengers,Service A,Closed,Low,Low,Medium,Low,2025-10-08T02:47:01.000000,2025-10-08T08:24:24.000000,2025-10-09T14:16:04.000000,0,Wednesday,1,5.623055555555555,29.86111111111111,35.48416666666667,0
CR-29660,Abnormal API access pattern from external client,Failure,Peter,Peter,Avengers II,Service B,Closed,Low,High,Medium,High,2025-10-08T19:56:52.000000,2025-10-09T03:48:07.000000,2025-10-10T17:17:45.000000,1,Wednesday,0,7.854166666666667,37.49388888888889,45.348055555555554,1
CR-29661,Suspicious authentication attempts to database server,Failure,Martin,Captain America,Matrix,Service B,Closed,Medium,High,Medium,Medium,2025-10-08T04:21:19.000000,2025-10-08T08:28:27.000000,2025-10-09T02:03:16.000000,1,Wednesday,0,4.118888888888889,17.580277777777777,21.699166666666667,1
CR-29662,Unapproved remote access session initiated,Software,Iron Man,Michal,Avengers II,Service C,Closed,Medium,High,Low,Medium,2025-10-08T10:11:34.000000,2025-10-08T11:33:44.000000,2025-10-08T19:58:18.000000,1,Wednesday,0,1.3694444444444445,8.409444444444444,9.778888888888888,1
CR-29663,Certificate validation failure on secure connection,Software,Thor,Captain America,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-10-08T13:09:24.000000,2025-10-08T18:06:55.000000,2025-10-10T06:46:07.000000,1,Wednesday,0,4.958611111111111,36.653333333333336,41.61194444444445,1
CR-29664,External IP added to whitelist without approval,Data,Peter,Martin,Avengers,Service C,Closed,Low,High,Low,Low,2025-10-09T10:34:39.000000,2025-10-09T18:39:02.000000,2025-10-10T00:16:04.000000,0,Thursday,1,8.073055555555555,5.617222222222222,13.690277777777778,0
CR-29665,Unexpected configuration change on security appliance,Facilities,Thor,Martin,Avengers II,Service A,Closed,Medium,High,Medium,Low,2025-10-09T02:11:01.000000,2025-10-09T08:50:11.000000,2025-10-10T04:55:27.000000,1,Thursday,0,6.652777777777778,20.087777777777777,26.740555555555556,1
CR-29666,Multiple failed VPN authentication attempts from external IP,Software,Thor,Jan,Avengers II,Service C,Closed,Medium,Low,Medium,High,2025-10-09T13:54:54.000000,2025-10-09T21:54:27.000000,2025-10-11T17:47:34.000000,1,Thursday,0,7.9925,43.88527777777778,51.87777777777778,0
CR-29667,Suspicious login attempt from unknown IP address,Complaint,Thor,Michal,Avengers,Service C,Closed,Medium,Medium,High,Medium,2025-10-09T01:59:03.000000,2025-10-09T05:46:02.000000,2025-10-10T02:10:17.000000,0,Thursday,1,3.7830555555555554,20.404166666666665,24.18722222222222,0
CR-29668,New network share created without change request,Complaint,Jan,Thor,Avengers,Service C,Closed,Medium,Medium,Low,High,2025-10-09T15:52:19.000000,2025-10-09T20:00:01.000000,2025-10-10T14:41:24.000000,0,Thursday,1,4.128333333333333,18.689722222222223,22.818055555555556,0
CR-29669,Denied attempt to access privileged management console,Complaint,Thor,Peter,Matrix,Service A,Closed,High,High,High,Low,2025-10-09T06:43:02.000000,2025-10-09T15:19:02.000000,2025-10-10T20:30:13.000000,1,Thursday,0,8.6,29.18638888888889,37.78638888888889,1
CR-29670,Unusual data download volume from file server,Network,Martin,Michal,Avengers II,Service B,Closed,High,High,Medium,High,2025-10-09T13:19:49.000000,2025-10-09T18:14:12.000000,2025-10-10T09:15:12.000000,1,Thursday,0,4.9063888888888885,15.016666666666667,19.923055555555557,1
CR-29671,Unusual file encryption activity detected on server,Data,Martin,Michal,Avengers,Service B,Closed,Low,Low,High,High,2025-10-09T18:35:20.000000,2025-10-09T21:03:29.000000,2025-10-10T01:10:36.000000,0,Thursday,1,2.4691666666666667,4.118611111111111,6.587777777777778,0
CR-29672,Email forwarding rule created without user knowledge,Failure,Peter,Captain America,Avengers II,Service B,Closed,High,High,Medium,High,2025-10-09T13:26:11.000000,2025-10-09T21:34:20.000000,2025-10-10T07:21:41.000000,0,Thursday,1,8.135833333333334,9.789166666666667,17.925,1
CR-29673,Unusual administrative activity on domain controller,Facilities,Martin,Martin,Avengers II,Service A,Closed,Low,High,Low,High,2025-10-09T11:12:56.000000,2025-10-09T12:22:31.000000,2025-10-10T08:32:57.000000,1,Thursday,0,1.1597222222222223,20.17388888888889,21.33361111111111,1
CR-29674,Suspicious outbound traffic to known malicious domain,Software,Michal,Jan,Avengers,Service A,Closed,Medium,Medium,High,High,2025-10-09T09:47:35.000000,2025-10-09T15:03:46.000000,2025-10-10T22:25:29.000000,0,Thursday,1,5.269722222222223,31.361944444444443,36.63166666666667,1
CR-29675,Certificate validation failure on secure connection,Network,Thor,Martin,Avengers,Service A,Closed,High,High,Medium,Low,2025-10-09T01:14:18.000000,2025-10-09T04:11:49.000000,2025-10-10T03:16:43.000000,1,Thursday,0,2.9586111111111113,23.081666666666667,26.040277777777778,1
CR-29676,External IP added to whitelist without approval,Facilities,Captain America,Jan,Matrix,Service B,In Progress,Medium,Medium,Low,High,2025-10-09T10:19:18.000000,2025-10-09T11:55:54.000000,,0,Thursday,1,1.61,0.0,0.0,0
CR-29677,Unauthorized attempt to disable endpoint protection,Access,Peter,Michal,Avengers,Service B,Closed,Medium,High,Medium,High,2025-10-09T18:42:30.000000,2025-10-10T03:30:42.000000,2025-10-11T05:44:26.000000,0,Thursday,1,8.803333333333333,26.22888888888889,35.032222222222224,1
CR-29678,Suspicious modification of registry keys on workstation,Access,Martin,Captain America,Avengers,Service A,Closed,Low,Medium,High,High,2025-10-09T09:52:39.000000,2025-10-09T18:26:08.000000,2025-10-11T12:48:20.000000,0,Thursday,1,8.558055555555555,42.37,50.92805555555555,1
CR-29679,Unsupported remote desktop tool detected on endpoint,Software,Martin,Jan,Avengers,Service C,On Hold,Medium,High,Low,Low,2025-10-09T15:39:05.000000,,,0,Thursday,1,0.0,0.0,0.0,0
CR-29680,Unusual data download volume from file server,Complaint,Captain America,Captain America,Matrix,Service B,Closed,High,Medium,High,Medium,2025-10-09T03:35:22.000000,2025-10-09T09:35:57.000000,2025-10-10T13:34:54.000000,0,Thursday,1,6.009722222222222,27.9825,33.992222222222225,1
CR-29681,Account lockout due to repeated failed authentication,Complaint,Captain America,Michal,Avengers,Service C,Closed,Low,Low,Low,Low,2025-10-09T10:51:20.000000,2025-10-09T17:59:38.000000,2025-10-11T09:06:39.000000,1,Thursday,0,7.138333333333334,39.11694444444444,46.25527777777778,0
CR-29682,Data loss prevention policy violation detected,Access,Peter,Captain America,Matrix,Service A,Closed,High,Low,Medium,Medium,2025-10-09T16:38:04.000000,2025-10-09T22:45:33.000000,2025-10-10T15:06:19.000000,1,Thursday,0,6.124722222222222,16.34611111111111,22.470833333333335,0
CR-29683,Multiple logins from different countries within short timeframe,Data,Michal,Martin,Avengers,Service C,Closed,High,Low,Medium,High,2025-10-09T19:17:44.000000,2025-10-10T00:48:08.000000,2025-10-10T23:02:41.000000,0,Thursday,1,5.506666666666667,22.2425,27.749166666666667,0
CR-29684,New network share created without change request,Data,Captain America,Peter,Avengers,Service C,Closed,High,Low,Low,Low,2025-10-09T15:10:09.000000,2025-10-09T17:37:26.000000,2025-10-10T02:33:21.000000,1,Thursday,0,2.4547222222222222,8.931944444444444,11.386666666666667,0
CR-29685,Unauthorized access to shared network drive,Complaint,Iron Man,Martin,Avengers,Service C,Closed,High,Low,Low,Low,2025-10-09T13:06:10.000000,2025-10-09T17:24:43.000000,2025-10-09T21:01:37.000000,0,Thursday,1,4.309166666666667,3.615,7.924166666666666,0
CR-29686,Suspicious modification of registry keys on workstation,Facilities,Iron Man,Jan,Avengers II,Service B,Closed,Low,High,High,Low,2025-10-09T19:23:49.000000,2025-10-09T23:18:29.000000,2025-10-11T01:46:23.000000,0,Thursday,1,3.911111111111111,26.465,30.37611111111111,1
CR-29687,Suspicious outbound traffic to known malicious domain,Data,Thor,Iron Man,Matrix,Service A,Closed,Medium,Low,High,High,2025-10-09T06:51:37.000000,2025-10-09T11:58:37.000000,2025-10-09T14:01:50.000000,0,Thursday,1,5.116666666666666,2.053611111111111,7.170277777777778,0
CR-29688,Network scan originating from internal segment detected,Facilities,Martin,Thor,Matrix,Service A,Closed,Low,Low,Medium,Medium,2025-10-09T13:54:37.000000,2025-10-09T20:50:54.000000,2025-10-10T17:25:45.000000,1,Thursday,0,6.938055555555556,20.580833333333334,27.51888888888889,0
CR-29689,External IP added to whitelist without approval,Hardware,Captain America,Jan,Avengers II,Service C,Closed,High,Medium,Medium,High,2025-10-09T03:13:11.000000,2025-10-09T06:02:06.000000,2025-10-10T04:06:02.000000,0,Thursday,1,2.8152777777777778,22.065555555555555,24.88083333333333,0
CR-29690,Unapproved external USB storage device connected,Facilities,Iron Man,Martin,Avengers,Service A,Closed,High,Medium,Medium,High,2025-10-09T02:04:13.000000,2025-10-09T05:44:24.000000,2025-10-10T12:24:48.000000,1,Thursday,0,3.669722222222222,30.673333333333332,34.34305555555556,1
CR-29691,Data loss prevention policy violation detected,Network,Michal,Martin,Avengers II,Service A,Closed,High,Low,Low,Low,2025-10-09T04:31:59.000000,2025-10-09T09:27:29.000000,2025-10-10T20:49:18.000000,0,Thursday,1,4.925,35.36361111111111,40.28861111111111,0
CR-29692,Anomalous login pattern for service account,Complaint,Michal,Iron Man,Avengers II,Service A,New,Low,Low,Medium,High,2025-10-09T02:01:38.000000,,,1,Thursday,0,0.0,0.0,0.0,0
CR-29693,Compromised account password reset and user notified,Failure,Thor,Jan,Matrix,Service B,Closed,Medium,High,Low,Low,2025-10-09T04:12:26.000000,2025-10-09T10:14:16.000000,2025-10-09T13:50:58.000000,0,Thursday,1,6.030555555555556,3.611666666666667,9.642222222222221,0
CR-29694,New privileged account created without proper approval,Network,Iron Man,Thor,Avengers,Service A,Closed,Medium,Medium,High,Low,2025-10-09T02:58:07.000000,2025-10-09T08:45:27.000000,2025-10-11T00:21:03.000000,1,Thursday,0,5.788888888888889,39.593333333333334,45.382222222222225,1
CR-29695,Security policy violation on mobile device,Access,Jan,Martin,Avengers,Service B,In Progress,Low,High,Low,High,2025-10-09T15:25:41.000000,2025-10-09T21:01:27.000000,,1,Thursday,0,5.596111111111111,0.0,0.0,0
CR-29696,Unsupported remote desktop tool detected on endpoint,Network,Jan,Martin,Avengers,Service B,New,Medium,Low,High,Medium,2025-10-09T22:21:52.000000,,,1,Thursday,0,0.0,0.0,0.0,0
CR-29697,Unusual VPN connection outside normal working hours,Failure,Michal,Peter,Avengers II,Service B,Closed,Low,High,Medium,Medium,2025-10-09T21:44:03.000000,2025-10-10T05:09:41.000000,2025-10-11T14:55:39.000000,0,Thursday,1,7.427222222222222,33.76611111111111,41.193333333333335,1
CR-29698,Multiple logins from different countries within short timeframe,Access,Peter,Thor,Avengers II,Service C,Closed,Low,Medium,High,Low,2025-10-09T05:51:25.000000,2025-10-09T11:12:15.000000,2025-10-10T22:43:24.000000,0,Thursday,1,5.347222222222222,35.51916666666666,40.86638888888889,1
CR-29699,Multiple logins from different countries within short timeframe,Software,Captain America,Iron Man,Avengers,Service C,Closed,High,High,Low,High,2025-10-09T15:35:47.000000,2025-10-10T00:00:17.000000,2025-10-10T19:41:40.000000,0,Thursday,1,8.408333333333333,19.689722222222223,28.098055555555554,1
CR-29700,Unusual traffic to anonymization service detected,Access,Martin,Captain America,Matrix,Service C,On Hold,High,Low,Medium,Low,2025-10-09T21:30:07.000000,,,1,Thursday,0,0.0,0.0,0.0,0
CR-29701,Phishing email reported by employee,Access,Thor,Iron Man,Avengers,Service B,Closed,Low,Low,Low,High,2025-10-09T21:09:51.000000,2025-10-10T03:57:04.000000,2025-10-10T12:29:04.000000,0,Thursday,1,6.786944444444444,8.533333333333333,15.320277777777777,0
CR-29702,Privilege escalation attempt on production server,Hardware,Thor,Peter,Matrix,Service A,Closed,High,Medium,Low,Low,2025-10-09T11:04:07.000000,2025-10-09T13:21:07.000000,2025-10-10T15:22:18.000000,1,Thursday,0,2.283333333333333,26.01972222222222,28.303055555555556,1
CR-29703,Suspicious PowerShell activity detected on workstation,Complaint,Martin,Peter,Matrix,Service A,Closed,Medium,High,High,High,2025-10-09T21:10:27.000000,2025-10-10T01:38:51.000000,2025-10-11T04:15:12.000000,1,Thursday,0,4.473333333333334,26.605833333333333,31.079166666666666,1
CR-29704,Access request to restricted application reviewed,Network,Captain America,Martin,Matrix,Service B,Closed,Low,High,Medium,High,2025-10-09T06:12:30.000000,2025-10-09T12:05:15.000000,2025-10-09T20:32:57.000000,0,Thursday,1,5.879166666666666,8.461666666666666,14.340833333333332,1
CR-29705,Unsupported legacy protocol usage detected in network traffic,Facilities,Iron Man,Martin,Avengers II,Service C,Closed,Low,Medium,High,High,2025-10-09T20:36:22.000000,2025-10-10T03:04:52.000000,2025-10-11T13:24:44.000000,1,Thursday,0,6.475,34.33111111111111,40.806111111111115,1
CR-29706,Ransomware behavior detected and contained on endpoint,Data,Captain America,Thor,Avengers II,Service C,Closed,Medium,Low,Medium,Low,2025-10-09T21:11:29.000000,2025-10-09T23:23:41.000000,2025-10-11T19:48:21.000000,0,Thursday,1,2.203333333333333,44.41111111111111,46.614444444444445,0
CR-29707,Login from decommissioned device detected in logs,Hardware,Thor,Martin,Avengers II,Service C,Closed,Medium,Medium,Medium,Medium,2025-10-09T20:31:08.000000,2025-10-09T23:52:18.000000,2025-10-10T10:55:54.000000,0,Thursday,1,3.352777777777778,11.06,14.412777777777778,0
CR-29708,Suspicious login attempt from unknown IP address,Network,Thor,Captain America,Avengers II,Service B,Closed,High,Low,Low,Low,2025-10-09T17:00:51.000000,2025-10-09T19:30:58.000000,2025-10-10T11:50:53.000000,1,Thursday,0,2.5019444444444443,16.331944444444446,18.83388888888889,0
CR-29709,Unusual VPN connection outside normal working hours,Software,Iron Man,Martin,Matrix,Service B,Closed,Low,High,Low,Low,2025-10-09T16:30:33.000000,2025-10-09T20:52:33.000000,2025-10-10T07:59:02.000000,1,Thursday,0,4.366666666666666,11.108055555555556,15.474722222222223,1
CR-29710,Attempted login using default system credentials,Hardware,Peter,Jan,Matrix,Service B,Closed,High,Low,Medium,Low,2025-10-09T09:46:55.000000,2025-10-09T11:17:26.000000,2025-10-09T16:22:42.000000,1,Thursday,0,1.5086111111111111,5.087777777777778,6.596388888888889,0
CR-29711,Suspicious login attempt using expired credentials,Access,Iron Man,Iron Man,Avengers II,Service C,Closed,High,Medium,High,Low,2025-10-09T19:30:20.000000,2025-10-09T22:18:07.000000,2025-10-10T01:32:43.000000,0,Thursday,1,2.796388888888889,3.243333333333333,6.039722222222222,0
CR-29712,Abnormal outbound DNS requests from single host,Access,Iron Man,Captain America,Avengers II,Service C,In Progress,Low,Low,Low,Medium,2025-10-09T04:11:12.000000,2025-10-09T06:10:53.000000,,1,Thursday,0,1.9947222222222223,0.0,0.0,0
CR-29713,Unauthorized access to shared network drive,Facilities,Thor,Captain America,Matrix,Service B,New,Low,Medium,Medium,Medium,2025-10-09T22:11:04.000000,,,1,Thursday,0,0.0,0.0,0.0,0
CR-29714,Firewall detected and blocked port scanning activity,Access,Martin,Peter,Matrix,Service C,New,Medium,Low,Medium,Medium,2025-10-09T05:17:17.000000,,,0,Thursday,1,0.0,0.0,0.0,0
CR-29715,Multiple logins from different countries within short timeframe,Hardware,Michal,Martin,Matrix,Service B,Closed,Medium,Low,High,High,2025-10-09T16:54:39.000000,2025-10-09T19:59:06.000000,2025-10-11T14:36:49.000000,1,Thursday,0,3.0741666666666667,42.62861111111111,45.702777777777776,0
CR-29716,New device connected to corporate Wi-Fi without registration,Facilities,Martin,Peter,Avengers,Service B,Closed,High,Medium,Medium,Low,2025-10-09T21:26:17.000000,2025-10-09T23:58:40.000000,2025-10-10T12:44:02.000000,0,Thursday,1,2.539722222222222,12.75611111111111,15.295833333333333,0
CR-29717,Suspicious modification of registry keys on workstation,Network,Peter,Iron Man,Avengers II,Service B,Closed,High,High,Low,Low,2025-10-09T10:54:15.000000,2025-10-09T14:29:28.000000,2025-10-10T10:41:11.000000,0,Thursday,1,3.5869444444444443,20.19527777777778,23.782222222222224,1
CR-29718,New network share created without change request,Software,Thor,Michal,Matrix,Service C,Closed,Low,Low,High,High,2025-10-09T01:03:04.000000,2025-10-09T09:08:32.000000,2025-10-10T12:52:57.000000,1,Thursday,0,8.091111111111111,27.740277777777777,35.83138888888889,0
CR-29719,Malicious macro detected in office document,Access,Captain America,Martin,Matrix,Service A,Closed,Low,High,Medium,Medium,2025-10-09T02:49:29.000000,2025-10-09T11:41:37.000000,2025-10-11T02:18:38.000000,0,Thursday,1,8.86888888888889,38.61694444444444,47.48583333333333,1
CR-29720,Unapproved application communicating with external server,Hardware,Captain America,Thor,Avengers II,Service A,Closed,Medium,High,Low,Low,2025-10-09T13:53:00.000000,2025-10-09T22:45:41.000000,2025-10-10T01:22:47.000000,0,Thursday,1,8.878055555555555,2.618333333333333,11.49638888888889,0
