Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day,Reopen Zero Flag,Time to Response Hours,Processing Time Hours,Total Time Hours,KPI_breach,Week
CR-34698,Ransomware attack detected: Encrypted files observed on endpoint.,Network,Captain America,Michal,Avengers II,Service A,Closed,Low,Low,Low,Low,2025-11-29T07:29:14.000000,2025-11-29T14:54:09.000000,2025-11-30T18:37:58.000000,0,Saturday,1,7.415277777777778,27.73027777777778,35.14555555555555,0,2025-48
CR-34699,Security patch applied: Monitoring for any issues.,Complaint,Jan,Iron Man,Avengers II,Service C,Closed,Low,Medium,Medium,Low,2025-11-29T10:29:58.000000,2025-11-29T16:58:24.000000,2025-11-30T15:03:07.000000,1,Saturday,0,6.473888888888889,22.078611111111112,28.5525,0,2025-48
CR-34700,Backup failure: Unable to restore files from recovery system.,Network,Iron Man,Iron Man,Matrix,Service B,Closed,High,High,Low,Low,2025-11-29T12:46:23.000000,2025-11-29T18:10:34.000000,2025-11-30T18:32:08.000000,1,Saturday,0,5.4030555555555555,24.359444444444446,29.7625,1,2025-48
CR-34701,Email flagged as phishing: Sensitive keywords detected.,Network,Iron Man,Peter,Matrix,Service C,New,High,Medium,High,Low,2025-11-29T07:42:46.000000,,,1,Saturday,0,,,,0,2025-48
CR-34702,Keylogger activity detected on user's workstation.,Complaint,Jan,Jan,Matrix,Service B,Closed,Low,Low,Medium,Low,2025-11-29T05:10:22.000000,2025-11-29T13:37:47.000000,2025-11-30T04:31:26.000000,0,Saturday,1,8.456944444444444,14.894166666666667,23.351111111111113,0,2025-48
CR-34703,Failed malware removal: Corrupted file system detected.,Hardware,Peter,Peter,Avengers II,Service B,Closed,Low,High,High,High,2025-11-29T10:12:51.000000,2025-11-29T18:06:03.000000,2025-12-01T07:07:45.000000,0,Saturday,1,7.886666666666667,37.028333333333336,44.915,1,2025-48
CR-34704,Server reboot required: Kernel update incomplete.,Software,Martin,Thor,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-11-29T21:31:43.000000,2025-11-30T05:55:02.000000,2025-11-30T23:33:01.000000,0,Saturday,1,8.38861111111111,17.633055555555554,26.02166666666667,0,2025-48
CR-34705,Failed Workflow - ID: 0000,Hardware,Iron Man,Thor,Matrix,Service C,Closed,Low,High,High,Medium,2025-11-29T07:36:04.000000,2025-11-29T15:57:33.000000,2025-11-30T01:13:52.000000,1,Saturday,0,8.358055555555556,9.271944444444445,17.63,1,2025-48
CR-34706,Antivirus disabled on workstation: Protection compromised.,Access,Michal,Peter,Avengers II,Service A,On Hold,Medium,Medium,Low,Low,2025-11-29T08:12:34.000000,,,0,Saturday,1,,,,0,2025-48
CR-34707,Cross-site scripting (XSS) detected on customer portal.,Facilities,Jan,Captain America,Matrix,Service B,Closed,Medium,High,Medium,High,2025-11-29T21:28:16.000000,2025-11-30T04:28:39.000000,2025-12-01T21:42:32.000000,0,Saturday,1,7.006388888888889,41.23138888888889,48.23777777777778,1,2025-48
CR-34708,DDoS attack detected: High traffic spotted on critical service.,Complaint,Jan,Peter,Avengers,Service C,Closed,High,High,Medium,Low,2025-11-29T22:33:40.000000,2025-11-30T03:06:57.000000,2025-12-01T14:02:38.000000,1,Saturday,0,4.554722222222222,34.92805555555555,39.48277777777778,1,2025-48
CR-34709,Cloud instance misconfiguration: Public access enabled.,Network,Martin,Iron Man,Avengers,Service B,Closed,Low,Low,High,High,2025-11-29T15:22:06.000000,2025-11-29T20:41:28.000000,2025-11-30T05:56:30.000000,0,Saturday,1,5.322777777777778,9.250555555555556,14.573333333333334,0,2025-48
CR-34710,Failed Healthcheck - ID: 111-222-333-444-555 Host: ,Complaint,Martin,Captain America,Matrix,Service A,Closed,Low,High,High,Medium,2025-11-29T12:12:45.000000,2025-11-29T19:46:40.000000,2025-11-30T14:06:32.000000,0,Saturday,1,7.565277777777778,18.33111111111111,25.89638888888889,1,2025-48
CR-34711,Failed Workflow - ID: 0000,Access,Martin,Martin,Avengers,Service C,On Hold,High,Low,Low,Medium,2025-11-29T11:51:36.000000,,,0,Saturday,1,,,,0,2025-48
CR-34712,Expired certificates detected: TLS handshake improper.,Access,Jan,Martin,Avengers,Service B,Closed,High,Medium,Low,High,2025-11-29T14:00:07.000000,2025-11-29T19:23:31.000000,2025-12-01T10:36:02.000000,1,Saturday,0,5.39,39.20861111111111,44.59861111111111,1,2025-48
CR-34713,Data download from personal device flagged for review.,Failure,Martin,Thor,Matrix,Service B,Closed,Medium,Low,High,Medium,2025-11-29T00:36:41.000000,2025-11-29T07:32:03.000000,2025-11-30T08:48:47.000000,1,Saturday,0,6.922777777777778,25.27888888888889,32.20166666666667,0,2025-48
CR-34714,Unpatched vulnerability flagged: CVE report mismatch detected.,Hardware,Jan,Thor,Matrix,Service A,Closed,Medium,Medium,High,High,2025-11-29T15:15:31.000000,2025-11-29T21:35:01.000000,2025-12-01T00:07:12.000000,0,Saturday,1,6.325,26.53638888888889,32.86138888888889,1,2025-48
CR-34715,Server reboot required: Kernel update incomplete.,Complaint,Peter,Martin,Matrix,Service C,Closed,High,High,Medium,Low,2025-11-29T11:09:54.000000,2025-11-29T14:54:21.000000,2025-11-29T19:33:31.000000,1,Saturday,0,3.7408333333333332,4.652777777777778,8.393611111111111,0,2025-48
CR-34716,Data breach notification sent to affected users.,Network,Jan,Thor,Avengers II,Service A,Closed,Low,High,High,Low,2025-11-29T23:16:10.000000,2025-11-30T01:50:49.000000,2025-11-30T17:25:59.000000,1,Saturday,0,2.5775,15.58611111111111,18.163611111111113,1,2025-48
CR-34717,Unauthorized device connected: MAC address not whitelisted.,Software,Peter,Jan,Matrix,Service C,Closed,High,Low,Low,Medium,2025-11-29T19:37:07.000000,2025-11-30T00:51:23.000000,2025-12-01T20:19:34.000000,0,Saturday,1,5.237777777777778,43.469722222222224,48.7075,0,2025-48
CR-34718,Security patch applied: Monitoring for any issues.,Access,Captain America,Peter,Avengers II,Service A,Closed,Medium,Medium,Medium,High,2025-11-29T05:30:59.000000,2025-11-29T08:50:39.000000,2025-11-30T08:29:13.000000,1,Saturday,0,3.327777777777778,23.642777777777777,26.970555555555556,0,2025-48
CR-34719,Suspicious login activity detected: High volume of logins from Device B.,Complaint,Martin,Thor,Avengers II,Service A,Closed,High,Low,Low,Medium,2025-11-29T01:58:31.000000,2025-11-29T06:05:17.000000,2025-11-30T15:14:14.000000,1,Saturday,0,4.112777777777778,33.149166666666666,37.261944444444445,0,2025-48
CR-34720,Data download from personal device flagged for review.,Network,Peter,Martin,Avengers II,Service C,Closed,Medium,High,Medium,Low,2025-11-29T02:46:04.000000,2025-11-29T10:10:27.000000,2025-11-30T01:53:16.000000,1,Saturday,0,7.4063888888888885,15.713611111111112,23.12,1,2025-48
CR-34721,Cross-site scripting (XSS) detected on customer portal.,Hardware,Jan,Captain America,Avengers II,Service A,Closed,Low,High,Low,High,2025-11-29T23:55:23.000000,2025-11-30T06:43:44.000000,2025-11-30T22:56:23.000000,1,Saturday,0,6.805833333333333,16.210833333333333,23.016666666666666,1,2025-48
CR-34722,Cloud instance misconfiguration: Public access enabled.,Software,Michal,Jan,Avengers II,Service C,Closed,High,Low,High,Low,2025-11-29T19:17:51.000000,2025-11-30T00:18:54.000000,2025-11-30T04:07:34.000000,1,Saturday,0,5.0175,3.811111111111111,8.828611111111112,0,2025-48
CR-34723,Malicious macro executed within Office file.,Facilities,Michal,Jan,Avengers II,Service A,Closed,Low,Low,High,Medium,2025-11-29T07:54:37.000000,2025-11-29T15:19:32.000000,2025-12-01T03:40:16.000000,0,Saturday,1,7.415277777777778,36.345555555555556,43.76083333333333,0,2025-48
CR-34724,Privileged account login attempt: Microsoft Admin flagged.,Facilities,Captain America,Thor,Avengers II,Service B,Closed,Medium,Medium,Low,Medium,2025-11-29T10:27:50.000000,2025-11-29T14:30:07.000000,2025-11-30T12:57:12.000000,1,Saturday,0,4.038055555555555,22.45138888888889,26.489444444444445,0,2025-48
CR-34725,Failed SSO login: Invalid credentials provided.,Facilities,Iron Man,Martin,Avengers,Service A,On Hold,Low,High,Low,High,2025-11-29T17:12:42.000000,,,0,Saturday,1,,,,0,2025-48
CR-34726,VPN connection failure: Unable to securely tunnel data.,Software,Jan,Martin,Avengers II,Service A,In Progress,Medium,Medium,High,Low,2025-11-29T09:04:55.000000,2025-11-29T13:49:53.000000,,1,Saturday,0,4.749444444444444,,,0,2025-48
CR-34727,Unencrypted sensitive file shared externally.,Access,Michal,Peter,Avengers II,Service B,Closed,Medium,Medium,Low,Medium,2025-11-29T13:31:20.000000,2025-11-29T15:45:39.000000,2025-12-01T08:13:52.000000,0,Saturday,1,2.238611111111111,40.47027777777778,42.708888888888886,1,2025-48
CR-34728,User permission escalation detected on cloud platform.,Failure,Iron Man,Iron Man,Matrix,Service C,Closed,Medium,Medium,Medium,Medium,2025-11-29T01:48:31.000000,2025-11-29T07:02:23.000000,2025-12-01T03:56:11.000000,1,Saturday,0,5.231111111111111,44.89666666666667,50.12777777777778,1,2025-48
CR-34729,Security patch applied: Monitoring for any issues.,Hardware,Michal,Iron Man,Avengers II,Service C,Closed,High,Low,Medium,High,2025-11-29T10:46:33.000000,2025-11-29T17:07:34.000000,2025-11-30T01:51:10.000000,1,Saturday,0,6.3502777777777775,8.726666666666667,15.076944444444445,0,2025-48
CR-34730,User permission escalation detected on cloud platform.,Hardware,Thor,Thor,Avengers,Service C,Closed,High,Medium,Low,Low,2025-11-29T06:00:17.000000,2025-11-29T12:29:36.000000,2025-11-30T06:44:53.000000,1,Saturday,0,6.488611111111111,18.254722222222224,24.743333333333332,0,2025-48
CR-34731,VPN connection failure: Unable to securely tunnel data.,Software,Captain America,Jan,Avengers,Service B,Closed,Medium,Low,Low,Low,2025-11-29T14:02:47.000000,2025-11-29T16:55:30.000000,2025-11-30T11:22:46.000000,0,Saturday,1,2.8786111111111112,18.454444444444444,21.333055555555557,0,2025-48
CR-34732,Access request denied: Policy mismatch.,Data,Iron Man,Peter,Matrix,Service C,Closed,Medium,High,High,High,2025-11-29T14:39:11.000000,2025-11-29T19:43:20.000000,2025-12-01T08:38:38.000000,0,Saturday,1,5.069166666666667,36.92166666666667,41.990833333333335,1,2025-48
CR-34733,Service outage detected - No connection to database.,Network,Michal,Michal,Avengers,Service A,Closed,High,High,Medium,High,2025-11-29T07:14:28.000000,2025-11-29T13:05:54.000000,2025-11-30T19:39:29.000000,1,Saturday,0,5.857222222222222,30.559722222222224,36.41694444444445,1,2025-48
CR-34734,VPN connection failure: Unable to securely tunnel data.,Software,Jan,Jan,Avengers,Service B,Closed,Low,High,Medium,Medium,2025-11-29T03:38:29.000000,2025-11-29T10:41:49.000000,2025-11-30T14:18:22.000000,1,Saturday,0,7.055555555555555,27.609166666666667,34.664722222222224,1,2025-48
CR-34735,Endpoint offline: Device not syncing with central server.,Data,Captain America,Martin,Matrix,Service B,Closed,Medium,Low,High,Low,2025-11-29T16:48:18.000000,2025-11-29T23:28:25.000000,2025-12-01T16:02:05.000000,1,Saturday,0,6.668611111111111,40.56111111111111,47.22972222222222,0,2025-48
CR-34736,Unusual system reboot detected on DevOps environment.,Failure,Peter,Captain America,Matrix,Service A,Closed,Low,High,Low,Low,2025-11-29T03:48:09.000000,2025-11-29T06:47:40.000000,2025-11-30T07:21:14.000000,0,Saturday,1,2.9919444444444445,24.559444444444445,27.551388888888887,1,2025-48
CR-34737,Unpatched vulnerability flagged: CVE report mismatch detected.,Hardware,Michal,Captain America,Avengers II,Service A,On Hold,High,Medium,Medium,Low,2025-11-29T17:56:45.000000,,,0,Saturday,1,,,,0,2025-48
CR-34738,Unencrypted sensitive file shared externally.,Access,Jan,Thor,Matrix,Service C,In Progress,Low,Low,Medium,Low,2025-11-29T15:48:25.000000,2025-11-29T19:39:42.000000,,1,Saturday,0,3.854722222222222,,,0,2025-48
CR-34739,Ransomware attack detected: Encrypted files observed on endpoint.,Hardware,Peter,Martin,Matrix,Service B,Closed,High,Low,High,Medium,2025-11-29T10:35:05.000000,2025-11-29T16:52:08.000000,2025-12-01T13:50:00.000000,1,Saturday,0,6.284166666666667,44.964444444444446,51.24861111111111,0,2025-48
CR-34740,Server reboot required: Kernel update incomplete.,Facilities,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,Low,High,Low,2025-11-29T00:16:58.000000,2025-11-29T07:14:02.000000,2025-11-30T15:27:00.000000,1,Saturday,0,6.9511111111111115,32.21611111111111,39.16722222222222,0,2025-48
CR-34741,Red team simulation detected: Penetration testing execution.,Software,Peter,Martin,Avengers II,Service C,Closed,High,High,High,High,2025-11-29T18:36:31.000000,2025-11-30T00:41:32.000000,2025-11-30T11:59:47.000000,1,Saturday,0,6.083611111111111,11.304166666666667,17.387777777777778,1,2025-48
CR-34742,Security patch missing: Update not applied on critical server.,Complaint,Martin,Michal,Avengers,Service A,Closed,High,High,Medium,High,2025-11-29T09:37:57.000000,2025-11-29T17:08:08.000000,2025-12-01T02:25:38.000000,1,Saturday,0,7.503055555555555,33.291666666666664,40.79472222222222,1,2025-48
CR-34743,Cross-site scripting (XSS) detected on customer portal.,Data,Michal,Captain America,Avengers II,Service B,Closed,Low,Low,Medium,High,2025-11-29T17:18:53.000000,2025-11-29T21:47:17.000000,2025-11-30T03:34:17.000000,1,Saturday,0,4.473333333333334,5.783333333333333,10.256666666666666,0,2025-48
CR-34744,Dark web monitoring alert: Credentials detected for sale online.,Complaint,Peter,Jan,Avengers II,Service B,Closed,High,Low,Low,Medium,2025-11-29T11:18:50.000000,2025-11-29T15:15:26.000000,2025-11-30T03:14:35.000000,0,Saturday,1,3.9433333333333334,11.985833333333334,15.929166666666667,0,2025-48
CR-34745,Failed SSO login: Invalid credentials provided.,Facilities,Jan,Thor,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-11-29T08:01:23.000000,2025-11-29T10:51:32.000000,2025-11-30T15:49:42.000000,1,Saturday,0,2.8358333333333334,28.969444444444445,31.80527777777778,1,2025-48
CR-34746,Cloud instance misconfiguration: Public access enabled.,Failure,Captain America,Thor,Avengers,Service A,Closed,High,Medium,Low,High,2025-11-29T22:14:45.000000,2025-11-30T02:41:00.000000,2025-12-01T08:33:01.000000,0,Saturday,1,4.4375,29.866944444444446,34.30444444444444,1,2025-48
CR-34747,Security patch missing: Update not applied on critical server.,Software,Iron Man,Iron Man,Avengers II,Service C,New,High,Low,Medium,Low,2025-11-29T01:20:21.000000,,,0,Saturday,1,,,,0,2025-48
CR-34748,Failed packet inspection: Firewall rules misconfigured.,Facilities,Peter,Jan,Matrix,Service B,Closed,Low,High,Medium,Medium,2025-11-29T16:02:30.000000,2025-11-30T00:06:50.000000,2025-11-30T02:54:01.000000,1,Saturday,0,8.072222222222223,2.786388888888889,10.858611111111111,0,2025-48
CR-34749,Expired certificates detected: TLS handshake improper.,Data,Martin,Thor,Matrix,Service A,Closed,Medium,High,Medium,High,2025-11-29T21:24:39.000000,2025-11-30T04:33:55.000000,2025-12-01T13:09:24.000000,0,Saturday,1,7.154444444444445,32.591388888888886,39.74583333333333,1,2025-48
CR-34750,Database schema corruption: Unable to read or query data tables.,Hardware,Peter,Thor,Avengers,Service C,Closed,Low,Low,Medium,High,2025-11-29T16:14:05.000000,2025-11-29T19:21:45.000000,2025-12-01T08:15:10.000000,0,Saturday,1,3.1277777777777778,36.890277777777776,40.018055555555556,0,2025-48
CR-34751,Failed malware removal: Corrupted file system detected.,Network,Martin,Martin,Matrix,Service A,Closed,Low,High,High,Medium,2025-11-29T19:13:31.000000,2025-11-30T00:50:16.000000,2025-12-01T01:50:07.000000,0,Saturday,1,5.6125,24.9975,30.61,1,2025-48
CR-34752,Cloud misconfiguration alert: Public exposure of sensitive data.,Network,Iron Man,Captain America,Avengers II,Service A,Closed,High,Low,High,High,2025-11-29T06:58:05.000000,2025-11-29T11:11:53.000000,2025-11-30T19:15:16.000000,0,Saturday,1,4.23,32.05638888888889,36.28638888888889,0,2025-48
CR-34753,Cloud instance misconfiguration: Public access enabled.,Network,Peter,Iron Man,Avengers II,Service A,Closed,Low,Low,Low,Low,2025-11-29T00:08:46.000000,2025-11-29T06:14:02.000000,2025-12-01T00:00:09.000000,0,Saturday,1,6.087777777777778,41.76861111111111,47.85638888888889,0,2025-48
CR-34754,Endpoint offline: Device not syncing with central server.,Software,Thor,Thor,Avengers II,Service C,Closed,Low,Medium,Low,Low,2025-11-29T07:29:56.000000,2025-11-29T12:53:10.000000,2025-12-01T01:08:45.000000,0,Saturday,1,5.387222222222222,36.25972222222222,41.64694444444444,1,2025-48
CR-34755,Database schema corruption: Unable to read or query data tables.,Complaint,Captain America,Peter,Avengers II,Service C,Closed,Low,High,Medium,High,2025-11-29T03:31:56.000000,2025-11-29T11:36:54.000000,2025-11-30T19:57:18.000000,1,Saturday,0,8.082777777777778,32.34,40.422777777777775,1,2025-48
CR-34756,Failed cloud synchronization: Files cannot be uploaded.,Failure,Michal,Thor,Avengers,Service C,Closed,Medium,Low,Medium,Low,2025-11-29T02:07:52.000000,2025-11-29T09:03:23.000000,2025-11-30T22:05:29.000000,1,Saturday,0,6.925277777777778,37.035,43.960277777777776,0,2025-48
CR-34757,Performance report: Sluggish response times on application.,Complaint,Iron Man,Jan,Matrix,Service B,Closed,Low,Low,High,Low,2025-11-29T20:48:44.000000,2025-11-30T00:01:10.000000,2025-11-30T14:57:29.000000,0,Saturday,1,3.207222222222222,14.938611111111111,18.145833333333332,0,2025-48
CR-34758,Unscheduled software change: Application version rolled back.,Facilities,Jan,Jan,Avengers,Service C,Closed,Medium,High,Medium,Medium,2025-11-29T02:56:00.000000,2025-11-29T11:20:40.000000,2025-12-01T05:15:36.000000,1,Saturday,0,8.411111111111111,41.91555555555556,50.32666666666667,1,2025-48
CR-34759,Dark web monitoring alert: Credentials detected for sale online.,Access,Martin,Jan,Avengers,Service C,Closed,Medium,Medium,Medium,High,2025-11-29T13:56:59.000000,2025-11-29T16:26:37.000000,2025-11-30T22:39:17.000000,1,Saturday,0,2.493888888888889,30.211111111111112,32.705,1,2025-48
CR-34760,Power failure simulation triggered during red team activity.,Software,Michal,Thor,Matrix,Service B,Closed,Low,Medium,High,Low,2025-11-29T15:29:24.000000,2025-11-29T19:54:10.000000,2025-11-30T22:15:59.000000,1,Saturday,0,4.4127777777777775,26.363611111111112,30.77638888888889,1,2025-48
CR-34761,Failed malware removal: Corrupted file system detected.,Data,Peter,Captain America,Avengers II,Service A,Closed,Medium,Low,Medium,Medium,2025-11-29T01:09:18.000000,2025-11-29T08:54:26.000000,2025-11-29T21:28:26.000000,0,Saturday,1,7.752222222222223,12.566666666666666,20.31888888888889,0,2025-48
CR-34762,Malicious macro executed within Office file.,Hardware,Thor,Thor,Avengers II,Service A,Closed,High,Medium,High,High,2025-11-29T03:03:30.000000,2025-11-29T11:35:19.000000,2025-11-30T20:25:29.000000,1,Saturday,0,8.530277777777778,32.83611111111111,41.36638888888889,1,2025-48
CR-34763,DDoS attack detected: High traffic spotted on critical service.,Facilities,Martin,Jan,Avengers,Service B,Closed,High,Low,Low,Low,2025-11-29T13:37:34.000000,2025-11-29T18:24:37.000000,2025-11-30T04:36:46.000000,1,Saturday,0,4.784166666666667,10.2025,14.986666666666666,0,2025-48
