Number,Short Description,Process,System,Assignment Group,Assigned To,State,Priority,Urgency,Impact,Day,Created,Actual Start,Actual End,Closed,Processing Time (hrs),Response Time (hrs),Total Time (hrs)
ERR-2025-09197,Payment submitted without required compliance pre-approval,International Transfer,Stargate,Avengers,Doctor Strange,Closed,Critical,High,High,Tuesday,2025-11-25T12:36:28.000000,2025-11-25T13:26:28.000000,2025-11-25T15:09:54.140692,2025-11-25T15:48:54.140692,1.7238888888888888,0.8333333333333334,3.207222222222222
ERR-2025-09198,SWIFT message sent with incorrect sender reference,International Transfer,Stargate,Avengers,Iron Man,Closed,Critical,High,Medium,Monday,2025-11-24T12:52:37.000000,2025-11-24T13:27:37.000000,2025-11-24T16:19:38.078475,2025-11-24T17:32:38.078475,2.8669444444444445,0.5833333333333334,4.666944444444445
ERR-2025-09199,Incorrect end-to-end reference causing reconciliation failure,SEPA Payment,STP CAT,Avengers,Doctor Strange,New,Medium,Medium,Medium,Tuesday,2025-11-25T01:58:46.000000,,,,,,
ERR-2025-09200,Manual override applied in Edit Q without supervisor sign-off,Edit Q,STP CAT,Avengers,Thor,Closed,Medium,Medium,Medium,Tuesday,2025-11-25T15:28:58.000000,2025-11-25T16:44:58.000000,2025-11-26T14:16:35.552256,2025-11-26T15:29:35.552256,21.526944444444446,1.2666666666666666,24.010277777777777
ERR-2025-09201,FX hedge rate misapplied to wrong transaction batch,Rates,SOLEMOS,Avengers,Thor,Closed,Medium,Low,Medium,Thursday,2025-11-20T17:35:55.000000,2025-11-20T18:44:55.000000,2025-11-21T15:43:25.306472,2025-11-21T16:29:25.306472,20.975,1.15,22.891666666666666
ERR-2025-09202,Payment submitted without required compliance pre-approval,International Transfer,Stargate,Avengers,Iron Man,Closed,Critical,High,High,Thursday,2025-11-27T16:03:01.000000,2025-11-27T16:44:01.000000,2025-11-27T18:30:27.539949,2025-11-27T19:44:27.539949,1.7738888888888888,0.6833333333333333,3.6905555555555556
ERR-2025-09203,Payment in Edit Q actioned by unauthorised operator,Edit Q,SOLEMOS,Avengers,Thor,Closed,Medium,Low,Medium,Wednesday,2025-11-12T04:21:02.000000,2025-11-12T05:14:02.000000,2025-11-12T18:31:42.742079,2025-11-12T19:35:42.742079,13.294444444444444,0.8833333333333333,15.244444444444444
ERR-2025-09204,Wrong account debited - fee charged to incorrect cost centre,International Transfer,Stargate,Avengers,Iron Man,Closed,Medium,Medium,Low,Tuesday,2025-11-18T15:15:31.000000,2025-11-18T15:57:31.000000,2025-11-19T08:51:08.832444,2025-11-19T09:50:08.832444,16.89361111111111,0.7,18.576944444444443
ERR-2025-09205,Wrong IBAN entered in bulk SEPA file - batch partially rejected,SEPA Payment,Stargate,Avengers,Hulk,Closed,High,High,Medium,Wednesday,2025-11-26T15:43:21.000000,2025-11-26T16:47:21.000000,2025-11-26T18:54:37.606733,2025-11-26T19:19:37.606733,2.121111111111111,1.0666666666666667,3.6044444444444443
ERR-2025-09206,Wrong IBAN entered in bulk SEPA file - batch partially rejected,SEPA Payment,Stargate,Avengers,Iron Man,Closed,High,High,High,Friday,2025-11-07T10:00:18.000000,2025-11-07T10:22:18.000000,2025-11-07T12:35:33.829632,2025-11-07T13:35:33.829632,2.220833333333333,0.36666666666666664,3.5875
ERR-2025-09207,Edit Queue item released without required dual authorisation,Edit Q,STP CAT,Avengers,Doctor Strange,Closed,Medium,Medium,Medium,Monday,2025-11-03T14:50:03.000000,2025-11-03T15:12:03.000000,2025-11-04T01:05:15.164555,2025-11-04T01:41:15.164555,9.886666666666667,0.36666666666666664,10.853333333333333
ERR-2025-09208,Incorrect rate override entered manually by operator,Rates,SOLEMOS,Avengers,Thor,Closed,High,High,High,Wednesday,2025-11-19T05:21:18.000000,2025-11-19T05:59:18.000000,2025-11-19T10:35:05.715853,2025-11-19T10:50:05.715853,4.596388888888889,0.6333333333333333,5.479722222222223
ERR-2025-09209,Stale rate used after feed failure - not escalated in time,Rates,SOLEMOS,Avengers,Hulk,Closed,High,Medium,High,Wednesday,2025-11-19T21:29:44.000000,2025-11-19T22:58:44.000000,2025-11-20T03:09:49.938318,2025-11-20T04:15:49.938318,4.184722222222222,1.4833333333333334,6.768055555555556
ERR-2025-09210,Incorrect end-to-end reference causing reconciliation failure,SEPA Payment,STP CAT,Avengers,Thor,Closed,Medium,Medium,Medium,Monday,2025-11-17T13:30:12.000000,2025-11-17T13:53:12.000000,2025-11-18T01:30:43.707730,2025-11-18T02:51:43.707730,11.625277777777777,0.38333333333333336,13.358611111111111
ERR-2025-09211,Payment submitted without required compliance pre-approval,International Transfer,Stargate,Avengers,Doctor Strange,Closed,Critical,High,High,Wednesday,2025-11-12T12:09:59.000000,2025-11-12T13:34:59.000000,2025-11-12T15:41:20.223660,2025-11-12T17:08:20.223660,2.1058333333333334,1.4166666666666667,4.9725
ERR-2025-09212,Wrong value date set - payment settled one day early,International Transfer,Stargate,Avengers,Hulk,In Progress,Medium,Medium,Medium,Thursday,2025-11-13T13:12:30.000000,2025-11-13T13:34:30.000000,,,,0.36666666666666664,
ERR-2025-09213,Payment submitted without required compliance pre-approval,International Transfer,Stargate,Avengers,Doctor Strange,Closed,Medium,Medium,Medium,Tuesday,2025-11-18T13:06:39.000000,2025-11-18T14:26:39.000000,2025-11-19T06:40:42.968269,2025-11-19T07:43:42.968269,16.234166666666667,1.3333333333333333,18.6175
ERR-2025-09214,SEPA recall issued too late - funds already credited and withdrawn,SEPA Payment,Stargate,Avengers,Doctor Strange,Closed,High,Medium,High,Sunday,2025-11-16T01:32:45.000000,2025-11-16T02:10:45.000000,2025-11-16T06:16:09.248270,2025-11-16T07:24:09.248270,4.09,0.6333333333333333,5.8566666666666665
ERR-2025-09215,SEPA recall issued too late - funds already credited and withdrawn,SEPA Payment,Stargate,Avengers,Thor,Closed,High,High,High,Friday,2025-11-28T10:03:53.000000,2025-11-28T10:38:53.000000,2025-11-28T14:35:52.213191,2025-11-28T16:04:52.213191,3.9497222222222224,0.5833333333333334,6.016388888888889
ERR-2025-09216,Edit Queue item released without required dual authorisation,Edit Q,SOLEMOS,Avengers,Hulk,Closed,Critical,High,High,Tuesday,2025-11-18T17:36:08.000000,2025-11-18T18:14:08.000000,2025-11-18T20:12:41.766866,2025-11-18T21:09:41.766866,1.9758333333333333,0.6333333333333333,3.5591666666666666
ERR-2025-09217,SEPA batch submitted after cut-off - delayed by one business day,SEPA Payment,Stargate,Avengers,Thor,Closed,Low,Low,Low,Monday,2025-11-10T16:01:28.000000,2025-11-10T16:54:28.000000,2025-11-11T20:14:45.641121,2025-11-11T20:35:45.641121,27.338055555555556,0.8833333333333333,28.57138888888889
ERR-2025-09218,Wrong creditor name in SEPA file causing beneficiary mismatch,SEPA Payment,STP CAT,Avengers,Thor,Closed,High,High,Medium,Monday,2025-11-10T12:15:06.000000,2025-11-10T13:32:06.000000,2025-11-10T18:18:12.676841,2025-11-10T19:15:12.676841,4.7683333333333335,1.2833333333333334,7.001666666666667
ERR-2025-09219,SEPA payment sent to closed account - return not processed timely,SEPA Payment,Stargate,Avengers,Doctor Strange,Closed,Critical,High,High,Friday,2025-11-07T15:14:07.000000,2025-11-07T15:57:07.000000,2025-11-07T17:52:04.307964,2025-11-07T18:47:04.307964,1.9158333333333333,0.7166666666666667,3.549166666666667
ERR-2025-09220,Wrong payment date configured - standing order triggered early,Domestic Payment,STP CAT,Avengers,Doctor Strange,Closed,Medium,Low,Low,Friday,2025-11-21T01:56:17.000000,2025-11-21T03:09:17.000000,2025-11-21T12:40:27.627031,2025-11-21T13:31:27.627031,9.519444444444444,1.2166666666666666,11.58611111111111
ERR-2025-09221,Wrong IBAN updated during manual correction in Edit Queue,Edit Q,SOLEMOS,Avengers,Doctor Strange,Closed,Critical,High,High,Wednesday,2025-11-12T11:05:18.000000,2025-11-12T12:27:18.000000,2025-11-12T14:29:07.019109,2025-11-12T15:58:07.019109,2.0302777777777776,1.3666666666666667,4.880277777777778
ERR-2025-09222,Missing payment reference - correspondent bank unable to apply funds,International Transfer,Stargate,Avengers,Iron Man,Closed,High,High,High,Sunday,2025-11-30T13:56:39.000000,2025-11-30T14:14:39.000000,2025-11-30T19:26:36.924694,2025-11-30T20:07:36.924694,5.199166666666667,0.3,6.1825
ERR-2025-09223,Manual override applied in Edit Q without supervisor sign-off,Edit Q,SOLEMOS,Avengers,Hulk,Closed,Critical,High,High,Tuesday,2025-11-25T16:42:51.000000,2025-11-25T17:27:51.000000,2025-11-25T17:55:34.010441,2025-11-25T19:15:34.010441,0.46194444444444444,0.75,2.5452777777777778
ERR-2025-09224,Mandate reference missing from SEPA Direct Debit submission,SEPA Payment,STP CAT,Avengers,Thor,Closed,High,High,High,Wednesday,2025-11-26T17:40:57.000000,2025-11-26T18:59:57.000000,2025-11-26T22:30:33.649415,2025-11-26T23:40:33.649415,3.51,1.3166666666666667,5.993333333333333
ERR-2025-09225,Rate effective date set incorrectly - wrong rate applied to batch,Rates,SOLEMOS,Avengers,Thor,Closed,High,High,High,Thursday,2025-11-13T08:11:53.000000,2025-11-13T09:03:53.000000,2025-11-13T14:27:27.173576,2025-11-13T15:34:27.173576,5.392777777777778,0.8666666666666667,7.376111111111111
ERR-2025-09226,SWIFT message sent with incorrect sender reference,International Transfer,Stargate,Avengers,Doctor Strange,On Hold,High,High,Medium,Monday,2025-11-24T19:08:29.000000,,,,,,
ERR-2025-09227,Wrong account debited - fee charged to incorrect cost centre,International Transfer,Stargate,Avengers,Iron Man,Closed,High,High,Medium,Monday,2025-11-17T11:28:58.000000,2025-11-17T12:56:58.000000,2025-11-17T17:40:34.015710,2025-11-17T18:55:34.015710,4.726666666666667,1.4666666666666666,7.443333333333333
ERR-2025-09228,Wrong FX rate applied to customer transaction - financial loss,Rates,SOLEMOS,Avengers,Doctor Strange,Closed,Critical,High,High,Thursday,2025-11-13T17:46:27.000000,2025-11-13T18:09:27.000000,2025-11-13T18:31:42.554157,2025-11-13T19:07:42.554157,0.37083333333333335,0.38333333333333336,1.3541666666666667
ERR-2025-09229,Batch domestic file contained incorrect beneficiary account details,Domestic Payment,STP CAT,Avengers,Hulk,Closed,High,High,Medium,Monday,2025-11-17T12:36:41.000000,2025-11-17T13:33:41.000000,2025-11-17T16:14:08.746616,2025-11-17T17:28:08.746616,2.674166666666667,0.95,4.8575
ERR-2025-09230,Duplicate international wire submitted - double payment issued,International Transfer,Stargate,Avengers,Doctor Strange,Closed,Critical,High,High,Monday,2025-11-03T12:45:41.000000,2025-11-03T13:39:41.000000,2025-11-03T14:55:26.474905,2025-11-03T15:23:26.474905,1.2625,0.9,2.629166666666667
ERR-2025-09231,Wrong account debited - fee charged to incorrect cost centre,International Transfer,Stargate,Avengers,Iron Man,Closed,Critical,High,High,Wednesday,2025-11-26T11:50:03.000000,2025-11-26T12:47:03.000000,2025-11-26T15:33:59.414086,2025-11-26T16:22:59.414086,2.7822222222222224,0.95,4.5488888888888885
ERR-2025-09232,Incorrect correspondent bank selected for USD settlement,International Transfer,Stargate,Avengers,Iron Man,Closed,Critical,High,High,Sunday,2025-11-30T08:17:52.000000,2025-11-30T08:29:52.000000,2025-11-30T09:47:20.146005,2025-11-30T10:44:20.146005,1.291111111111111,0.2,2.4411111111111112
ERR-2025-09233,SEPA payment amount keyed incorrectly - underpayment to supplier,SEPA Payment,STP CAT,Avengers,Hulk,On Hold,High,High,Medium,Monday,2025-11-03T23:23:01.000000,,,,,,
ERR-2025-09234,Payment dispatched to sanctioned entity - compliance breach,International Transfer,Stargate,Avengers,Iron Man,Closed,High,High,High,Friday,2025-11-14T18:09:57.000000,2025-11-14T18:45:57.000000,2025-11-14T23:27:12.746244,2025-11-15T00:15:12.746244,4.6875,0.6,6.0875
ERR-2025-09235,Wrong currency selected - USD payment sent instead of EUR,International Transfer,Stargate,Avengers,Thor,Closed,Low,Low,Low,Thursday,2025-11-06T10:01:38.000000,2025-11-06T10:51:38.000000,2025-11-07T10:17:13.766781,2025-11-07T11:06:13.766781,23.426388888888887,0.8333333333333334,25.07638888888889
ERR-2025-09236,Edit Queue item released without required dual authorisation,Edit Q,SOLEMOS,Avengers,Doctor Strange,Closed,Medium,Low,Medium,Thursday,2025-11-27T16:02:17.000000,2025-11-27T17:14:17.000000,2025-11-28T00:28:53.412028,2025-11-28T01:50:53.412028,7.243333333333333,1.2,9.81
ERR-2025-09237,Wrong creditor name in SEPA file causing beneficiary mismatch,SEPA Payment,Stargate,Avengers,Hulk,On Hold,High,High,Medium,Friday,2025-11-14T23:28:07.000000,,,,,,
ERR-2025-09238,Missing payment reference - correspondent bank unable to apply funds,International Transfer,Stargate,Avengers,Doctor Strange,Closed,Critical,High,High,Saturday,2025-11-01T17:34:39.000000,2025-11-01T18:57:39.000000,2025-11-01T21:42:47.960608,2025-11-01T22:04:47.960608,2.752222222222222,1.3833333333333333,4.502222222222223
ERR-2025-09239,Wrong payment details amended in Edit Q - error compounded,Edit Q,STP CAT,Avengers,Doctor Strange,Closed,Medium,Medium,Low,Friday,2025-11-21T05:40:22.000000,2025-11-21T06:07:22.000000,2025-11-22T00:34:52.750416,2025-11-22T00:50:52.750416,18.458333333333332,0.45,19.175
ERR-2025-09240,SEPA batch submitted after cut-off - delayed by one business day,SEPA Payment,STP CAT,Avengers,Doctor Strange,Closed,Medium,Medium,Medium,Friday,2025-11-21T15:03:56.000000,2025-11-21T16:18:56.000000,2025-11-22T01:04:41.384919,2025-11-22T01:52:41.384919,8.7625,1.25,10.8125
ERR-2025-09241,Incorrect correspondent bank selected for USD settlement,International Transfer,Stargate,Avengers,Hulk,Closed,Medium,Medium,Medium,Tuesday,2025-11-04T11:56:37.000000,2025-11-04T12:17:37.000000,2025-11-04T18:18:13.023468,2025-11-04T18:41:13.023468,6.01,0.35,6.743333333333333
ERR-2025-09242,SEPA recall issued too late - funds already credited and withdrawn,SEPA Payment,Stargate,Avengers,Hulk,Closed,High,Medium,High,Friday,2025-11-14T09:54:36.000000,2025-11-14T11:12:36.000000,2025-11-14T16:44:55.258722,2025-11-14T18:03:55.258722,5.538611111111111,1.3,8.155277777777778
ERR-2025-09243,Duplicate payment entry not caught before submission,Basic Payment,STP CAT,Avengers,Thor,In Progress,Medium,Medium,Medium,Monday,2025-11-17T15:58:59.000000,2025-11-17T16:36:59.000000,,,,0.6333333333333333,
ERR-2025-09244,SEPA batch submitted after cut-off - delayed by one business day,SEPA Payment,STP CAT,Avengers,Doctor Strange,Closed,High,High,High,Wednesday,2025-11-05T12:23:45.000000,2025-11-05T13:34:45.000000,2025-11-05T18:55:46.686862,2025-11-05T19:15:46.686862,5.3502777777777775,1.1833333333333333,6.866944444444444
ERR-2025-09245,Mandate reference missing from SEPA Direct Debit submission,SEPA Payment,Stargate,Avengers,Iron Man,Closed,Medium,Low,Low,Tuesday,2025-11-18T15:55:50.000000,2025-11-18T16:24:50.000000,2025-11-19T00:01:35.078704,2025-11-19T00:17:35.078704,7.6125,0.48333333333333334,8.3625
ERR-2025-09246,Wrong IBAN entered in bulk SEPA file - batch partially rejected,SEPA Payment,STP CAT,Avengers,Doctor Strange,Closed,Medium,Medium,Medium,Wednesday,2025-11-05T08:57:35.000000,2025-11-05T10:24:35.000000,2025-11-06T09:46:57.877495,2025-11-06T10:03:57.877495,23.372777777777777,1.45,25.10611111111111
ERR-2025-09247,Wrong FX rate applied to customer transaction - financial loss,Rates,SOLEMOS,Avengers,Hulk,Closed,Critical,Medium,High,Monday,2025-11-24T01:07:30.000000,2025-11-24T01:19:30.000000,2025-11-24T01:37:25.429329,2025-11-24T02:06:25.429329,0.2986111111111111,0.2,0.9819444444444444
ERR-2025-09248,Payment limit exceeded due to manual override without approval,Domestic Payment,STP CAT,Avengers,Doctor Strange,Closed,High,High,High,Wednesday,2025-11-26T09:03:28.000000,2025-11-26T10:13:28.000000,2025-11-26T14:20:00.730744,2025-11-26T15:05:00.730744,4.108888888888889,1.1666666666666667,6.025555555555556
ERR-2025-09249,Edit Queue SLA breached - payment delayed beyond agreed window,Edit Q,STP CAT,Avengers,Iron Man,Closed,Medium,Low,Medium,Tuesday,2025-11-11T10:31:18.000000,2025-11-11T11:59:18.000000,2025-11-12T03:40:01.341132,2025-11-12T05:01:01.341132,15.678611111111111,1.4666666666666666,18.495277777777776
ERR-2025-09250,SEPA batch submitted after cut-off - delayed by one business day,SEPA Payment,STP CAT,Avengers,Thor,Closed,High,High,High,Friday,2025-11-07T11:56:27.000000,2025-11-07T12:27:27.000000,2025-11-07T18:26:14.047348,2025-11-07T19:53:14.047348,5.979722222222223,0.5166666666666667,7.9463888888888885
ERR-2025-09251,SEPA batch submitted after cut-off - delayed by one business day,SEPA Payment,Stargate,Avengers,Iron Man,Closed,High,High,High,Thursday,2025-11-20T04:33:47.000000,2025-11-20T05:42:47.000000,2025-11-20T11:15:11.625021,2025-11-20T12:39:11.625021,5.54,1.15,8.09
ERR-2025-09252,Wrong value date set - payment settled one day early,International Transfer,Stargate,Avengers,Doctor Strange,Closed,High,Medium,Low,Tuesday,2025-11-18T09:32:06.000000,2025-11-18T10:10:06.000000,2025-11-18T14:13:21.942523,2025-11-18T15:28:21.942523,4.054166666666666,0.6333333333333333,5.9375
ERR-2025-09253,Incorrect end-to-end reference causing reconciliation failure,SEPA Payment,STP CAT,Avengers,Hulk,Closed,High,High,High,Monday,2025-11-03T10:42:58.000000,2025-11-03T11:38:58.000000,2025-11-03T15:20:16.499216,2025-11-03T16:27:16.499216,3.6883333333333335,0.9333333333333333,5.738333333333333
ERR-2025-09254,FX rate applied before market open - incorrect indicative rate used,Rates,SOLEMOS,Avengers,Doctor Strange,Closed,High,High,Medium,Thursday,2025-11-27T21:02:44.000000,2025-11-27T21:15:44.000000,2025-11-28T00:07:00.352055,2025-11-28T01:07:00.352055,2.8544444444444443,0.21666666666666667,4.071111111111111
ERR-2025-09255,SEPA file submitted with incorrect execution date,SEPA Payment,STP CAT,Avengers,Thor,Closed,High,High,High,Thursday,2025-11-06T00:44:58.000000,2025-11-06T02:00:58.000000,2025-11-06T04:15:38.438278,2025-11-06T04:36:38.438278,2.2444444444444445,1.2666666666666666,3.861111111111111
ERR-2025-09256,Payment submitted without required compliance pre-approval,International Transfer,Stargate,Avengers,Doctor Strange,Closed,High,Medium,Medium,Thursday,2025-11-06T06:47:24.000000,2025-11-06T07:42:24.000000,2025-11-06T12:18:32.125141,2025-11-06T12:43:32.125141,4.602222222222222,0.9166666666666666,5.935555555555555
ERR-2025-09257,Wrong remittance information causing invoice matching failure,SEPA Payment,STP CAT,Avengers,Hulk,Closed,Critical,Medium,High,Friday,2025-11-28T09:58:52.000000,2025-11-28T10:22:52.000000,2025-11-28T11:31:31.116999,2025-11-28T11:54:31.116999,1.1441666666666668,0.4,1.9275
ERR-2025-09258,Incorrect end-to-end reference causing reconciliation failure,SEPA Payment,Stargate,Avengers,Thor,Closed,High,High,Medium,Monday,2025-11-03T10:29:00.000000,2025-11-03T11:12:00.000000,2025-11-03T17:10:35.330389,2025-11-03T18:00:35.330389,5.976388888888889,0.7166666666666667,7.526388888888889
ERR-2025-09259,Edit Q item closed without resolution - payment lost in queue,Edit Q,STP CAT,Avengers,Hulk,Closed,Medium,Medium,Medium,Thursday,2025-11-27T15:17:37.000000,2025-11-27T15:31:37.000000,2025-11-27T21:42:51.310726,2025-11-27T22:50:51.310726,6.187222222222222,0.23333333333333334,7.553888888888889
